,星期,時間,方向,里程,車速,交通量,經度,緯度
36424,5,227,0,129.2,100,136,120.83893,24.550442
36425,5,227,0,138.9,100,104,120.781906,24.48592
36426,5,227,0,146.5,100,126,120.775734,24.420513
36427,5,227,0,157.2,97,135,120.72085,24.339148
36428,5,227,0,162.1,100,124,120.69733,24.301186
36429,5,227,0,166.4,100,131,120.691956,24.262648
36430,5,227,0,169.9,97,166,120.68662,24.231537
36431,5,227,0,177.4,93,157,120.63561,24.184591
36432,5,227,0,180.2,93,145,120.62193,24.163706
36433,5,227,0,183.9,97,157,120.61725,24.130768
36434,5,227,0,190.6,97,167,120.56813,24.113571
36435,5,227,0,196.0,100,204,120.52785,24.085623
36436,5,227,0,201.1,100,188,120.52279,24.04064
36437,5,227,0,208.9,100,168,120.50612,23.971794
36438,5,227,0,215.6,100,181,120.49765,23.91277
36439,5,227,0,224.9,100,156,120.48488,23.830568
36440,5,227,0,232.2,104,133,120.469345,23.766329
36441,5,227,0,239.4,104,152,120.474915,23.702602
36442,5,227,0,242.5,100,177,120.46228,23.677376
36443,5,227,0,247.2,104,152,120.443115,23.639557
36444,5,227,0,251.4,104,150,120.43542,23.60199
36445,5,227,0,260.3,104,134,120.40559,23.52674
36446,5,227,0,267.4,100,133,120.3777,23.469402
36447,5,227,0,271.4,100,131,120.361565,23.436367
36448,5,227,0,282.7,104,120,120.32219,23.34747
36449,5,227,0,286.6,104,146,120.298706,23.320993
36450,5,227,0,293.0,104,139,120.26577,23.272589
36451,5,227,0,301.9,100,134,120.23642,23.197287
36452,5,227,0,308.3,97,157,120.23327,23.14075
36453,5,227,0,312.6,100,183,120.24768,23.104816
36454,5,227,0,318.5,104,153,120.25302,23.051311
36455,5,227,0,322.7,97,133,120.25,23.014172
36456,5,227,0,325.2,97,142,120.24818,22.991814
36457,5,227,0,328.6,100,135,120.249825,22.960903
36458,5,227,0,336.6,97,165,120.27215,22.892618
36459,5,227,0,339.8,104,167,120.28499,22.867418
36460,5,227,0,346.0,100,160,120.31273,22.818039
36461,5,227,0,355.9,97,153,120.33429,22.730904
36462,5,227,0,359.0,93,162,120.32818,22.703363
36463,5,227,0,364.0,90,220,120.332085,22.658892
36464,5,227,0,367.6,93,196,120.33622,22.62782
36465,5,227,0,369.6,90,171,120.33961,22.609428
36466,5,227,0,373.6,82,23,120.32315,22.581932
36467,5,227,1,0.5,82,42,121.731766,25.118786
36468,5,227,1,1.7,90,45,121.72591,25.109568
36469,5,227,1,2.9,86,93,121.71786,25.102837
36470,5,227,1,6.1,90,114,121.69364,25.088272
36471,5,227,1,9.9,104,26,121.65948,25.076263
36472,5,227,1,14.7,90,116,121.61352,25.065643
36473,5,227,1,15.5,82,124,121.6059,25.064753
36474,5,227,1,16.3,93,70,121.59873,25.064007
36475,5,227,1,18.2,75,178,121.58023,25.068987
36476,5,227,1,20.6,82,205,121.55774,25.07275
36477,5,227,1,24.8,86,286,121.5166,25.077631
36478,5,227,1,26.4,93,300,121.50139,25.077463
36479,5,227,1,29.3,90,231,121.47296,25.074797
36480,5,227,1,30.5,93,63,121.46066,25.075554
36481,5,227,1,33.4,97,82,121.43328,25.068727
36482,5,227,1,33.9,90,100,121.428764,25.06824
36483,5,227,1,37.6,86,192,121.39731,25.058666
36484,5,227,1,41.3,93,197,121.36356,25.064968
36485,5,227,1,44.7,93,87,121.331856,25.060125
36486,5,227,1,46.7,97,190,121.317764,25.047075
36487,5,227,1,49.2,79,206,121.29553,25.036482
36488,5,227,1,51.1,90,201,121.28173,25.025953
36489,5,227,1,53.2,86,274,121.2662,25.012943
36490,5,227,1,55.7,84,196,121.24772,24.998583
36491,5,227,1,57.8,90,115,121.2332,24.984413
36492,5,227,1,57.9,90,44,121.23253,24.984095
36493,5,227,1,61.0,93,128,121.20987,24.96525
36494,5,227,1,63.3,93,113,121.195595,24.949282
36495,5,227,1,66.4,93,136,121.17692,24.929544
36496,5,227,1,68.1,93,66,121.16759,24.917967
36497,5,227,1,69.9,100,76,121.15976,24.903297
36498,5,227,1,75.0,93,216,121.11173,24.893436
36499,5,227,1,88.0,90,173,121.01903,24.848719
36500,5,227,1,92.8,93,151,121.01031,24.808453
36501,5,227,1,95.0,90,133,121.00525,24.789621
36502,5,227,1,98.0,97,174,120.99886,24.763586
36503,5,227,1,104.5,95,146,120.9519,24.72713
36504,5,227,1,112.3,97,189,120.90427,24.679317
36505,5,227,1,129.2,100,132,120.83893,24.550442
36506,5,227,1,138.9,100,183,120.781906,24.48592
36507,5,227,1,146.5,100,151,120.775734,24.420513
36508,5,227,1,157.2,100,175,120.72085,24.339148
36509,5,227,1,162.1,100,148,120.69733,24.301186
36510,5,227,1,166.4,100,190,120.691956,24.262648
36511,5,227,1,169.9,97,171,120.68662,24.231537
36512,5,227,1,177.4,108,137,120.63561,24.184591
36513,5,227,1,180.2,104,173,120.62193,24.163706
36514,5,227,1,183.9,100,165,120.61725,24.130768
36515,5,227,1,190.6,100,147,120.56813,24.113571
36516,5,227,1,196.0,104,152,120.52785,24.085623
36517,5,227,1,201.1,100,149,120.52279,24.04064
36518,5,227,1,208.9,108,126,120.50612,23.971794
36519,5,227,1,215.6,104,139,120.49765,23.91277
36520,5,227,1,224.9,104,107,120.48488,23.830568
36521,5,227,1,232.2,108,111,120.469345,23.766329
36522,5,227,1,239.4,108,122,120.474915,23.702602
36523,5,227,1,242.5,111,121,120.46228,23.677376
36524,5,227,1,247.2,104,113,120.443115,23.639557
36525,5,227,1,251.4,104,125,120.43542,23.60199
36526,5,227,1,260.3,104,78,120.40559,23.52674
36527,5,227,1,267.4,104,114,120.3777,23.469402
36528,5,227,1,271.4,104,95,120.361565,23.436367
36529,5,227,1,282.7,104,124,120.32219,23.34747
36530,5,227,1,286.6,108,72,120.298706,23.320993
36531,5,227,1,293.0,108,121,120.26577,23.272589
36532,5,227,1,301.9,100,152,120.23642,23.197287
36533,5,227,1,308.3,100,143,120.23327,23.14075
36534,5,227,1,312.6,93,231,120.24768,23.104816
36535,5,227,1,318.5,90,269,120.25302,23.051311
36536,5,227,1,322.7,97,237,120.25,23.014172
36537,5,227,1,325.2,100,145,120.24818,22.991814
36538,5,227,1,328.6,93,129,120.249825,22.960903
36539,5,227,1,336.6,102,186,120.27215,22.892618
36540,5,227,1,339.8,100,188,120.28499,22.867418
36541,5,227,1,346.0,93,200,120.31273,22.818039
36542,5,227,1,356.1,86,205,120.33376,22.728956
36543,5,227,1,359.0,93,204,120.32818,22.703363
36544,5,227,1,364.0,90,176,120.332085,22.658892
36545,5,227,1,367.6,93,169,120.33622,22.62782
36546,5,227,1,368.6,90,5,120.33665,22.61912
36547,5,228,0,1.7,72,106,121.72591,25.109568
36548,5,228,0,2.9,75,139,121.71786,25.102837
36549,5,228,0,6.1,82,146,121.69364,25.088272
36550,5,228,0,9.9,43,197,121.659424,25.076044
36551,5,228,0,14.7,25,91,121.61352,25.065643
36552,5,228,0,15.5,72,181,121.6059,25.064753
36553,5,228,0,17.4,28,65,121.58804,25.065544
36554,5,228,0,20.0,82,74,121.562515,25.070993
36555,5,228,0,20.8,90,137,121.555016,25.072262
36556,5,228,0,21.3,82,105,121.55036,25.073053
36557,5,228,0,23.3,86,112,121.5307,25.073019
36558,5,228,0,25.6,79,252,121.50911,25.078068
36559,5,228,0,27.1,90,171,121.49402,25.075256
36560,5,228,0,29.3,90,260,121.47296,25.074797
36561,5,228,0,33.3,93,70,121.435135,25.068148
36562,5,228,0,34.0,97,201,121.428055,25.068
36563,5,228,0,37.6,86,300,121.39731,25.058666
36564,5,228,0,41.3,97,155,121.36356,25.064968
36565,5,228,0,44.7,90,78,121.33207,25.059242
36566,5,228,0,46.7,88,176,121.317764,25.047075
36567,5,228,0,49.2,93,133,121.29553,25.036482
36568,5,228,0,51.1,104,149,121.28173,25.025953
36569,5,228,0,53.2,90,170,121.2662,25.012943
36570,5,228,0,55.7,90,242,121.24772,24.998583
36571,5,228,0,57.9,97,115,121.23298,24.983667
36572,5,228,0,58.4,93,165,121.22894,24.980558
36573,5,228,0,60.8,90,61,121.21162,24.965878
36574,5,228,0,63.3,93,144,121.195595,24.949282
36575,5,228,0,66.4,97,147,121.17692,24.929544
36576,5,228,0,68.1,90,193,121.16759,24.917967
36577,5,228,0,69.9,90,157,121.15976,24.903297
36578,5,228,0,75.0,93,121,121.11173,24.893436
36579,5,228,0,88.0,86,258,121.01903,24.848719
36580,5,228,0,92.8,79,267,121.01031,24.808453
36581,5,228,0,95.6,32,208,121.00372,24.783943
36582,5,228,0,97.9,90,146,120.99989,24.764414
36583,5,228,0,104.5,97,105,120.9519,24.72713
36584,5,228,0,112.3,100,135,120.90427,24.679317
36585,5,228,0,129.2,100,116,120.83893,24.550442
36586,5,228,0,138.9,104,117,120.781906,24.48592
36587,5,228,0,146.5,100,143,120.775734,24.420513
36588,5,228,0,157.2,100,126,120.72085,24.339148
36589,5,228,0,162.1,100,108,120.69733,24.301186
36590,5,228,0,166.4,100,124,120.691956,24.262648
36591,5,228,0,169.9,97,173,120.68662,24.231537
36592,5,228,0,177.4,93,171,120.63561,24.184591
36593,5,228,0,180.2,97,138,120.62193,24.163706
36594,5,228,0,183.9,100,166,120.61725,24.130768
36595,5,228,0,190.6,100,187,120.56813,24.113571
36596,5,228,0,196.0,104,155,120.52785,24.085623
36597,5,228,0,201.1,100,157,120.52279,24.04064
36598,5,228,0,208.9,100,178,120.50612,23.971794
36599,5,228,0,215.6,93,177,120.49765,23.91277
36600,5,228,0,224.9,104,143,120.48488,23.830568
36601,5,228,0,232.2,104,140,120.469345,23.766329
36602,5,228,0,239.4,100,189,120.474915,23.702602
36603,5,228,0,242.5,108,139,120.46228,23.677376
36604,5,228,0,247.2,104,128,120.443115,23.639557
36605,5,228,0,251.4,104,152,120.43542,23.60199
36606,5,228,0,260.3,108,142,120.40559,23.52674
36607,5,228,0,267.4,104,127,120.3777,23.469402
36608,5,228,0,271.4,104,144,120.361565,23.436367
36609,5,228,0,282.7,106,120,120.32219,23.34747
36610,5,228,0,286.6,106,116,120.298706,23.320993
36611,5,228,0,293.0,104,105,120.26577,23.272589
36612,5,228,0,301.9,100,140,120.23642,23.197287
36613,5,228,0,308.3,104,156,120.23327,23.14075
36614,5,228,0,312.6,104,130,120.24768,23.104816
36615,5,228,0,318.5,100,140,120.25302,23.051311
36616,5,228,0,322.7,100,146,120.25,23.014172
36617,5,228,0,325.2,93,169,120.24818,22.991814
36618,5,228,0,328.6,100,115,120.249825,22.960903
36619,5,228,0,336.6,97,147,120.27215,22.892618
36620,5,228,0,339.8,104,145,120.28499,22.867418
36621,5,228,0,346.0,100,154,120.31273,22.818039
36622,5,228,0,355.9,93,182,120.33429,22.730904
36623,5,228,0,359.0,93,172,120.32818,22.703363
36624,5,228,0,364.0,97,180,120.332085,22.658892
36625,5,228,0,367.6,97,157,120.33622,22.62782
36626,5,228,0,369.6,86,184,120.33961,22.609428
36627,5,228,0,373.6,86,26,120.32315,22.581932
36628,5,228,1,0.5,75,54,121.731766,25.118786
36629,5,228,1,1.7,75,75,121.72591,25.109568
36630,5,228,1,2.9,82,67,121.71786,25.102837
36631,5,228,1,6.1,91,96,121.69364,25.088272
36632,5,228,1,9.9,104,33,121.65948,25.076263
36633,5,228,1,14.7,90,124,121.61352,25.065643
36634,5,228,1,15.5,82,125,121.6059,25.064753
36635,5,228,1,16.3,90,50,121.59873,25.064007
36636,5,228,1,18.2,75,158,121.58023,25.068987
36637,5,228,1,20.6,90,210,121.55774,25.07275
36638,5,228,1,24.8,90,272,121.5166,25.077631
36639,5,228,1,26.4,93,268,121.50139,25.077463
36640,5,228,1,29.3,93,204,121.47296,25.074797
36641,5,228,1,30.5,93,84,121.46066,25.075554
36642,5,228,1,33.4,93,51,121.43328,25.068727
36643,5,228,1,33.9,90,100,121.428764,25.06824
36644,5,228,1,37.6,86,185,121.39731,25.058666
36645,5,228,1,41.3,97,195,121.36356,25.064968
36646,5,228,1,44.7,93,140,121.331856,25.060125
36647,5,228,1,46.7,97,202,121.317764,25.047075
36648,5,228,1,49.2,75,205,121.29553,25.036482
36649,5,228,1,51.1,86,193,121.28173,25.025953
36650,5,228,1,53.2,90,242,121.2662,25.012943
36651,5,228,1,55.7,90,154,121.24772,24.998583
36652,5,228,1,57.8,82,120,121.2332,24.984413
36653,5,228,1,57.9,82,44,121.23253,24.984095
36654,5,228,1,61.0,97,95,121.20987,24.96525
36655,5,228,1,63.3,93,107,121.195595,24.949282
36656,5,228,1,66.4,93,147,121.17692,24.929544
36657,5,228,1,68.1,90,77,121.16759,24.917967
36658,5,228,1,69.9,100,100,121.15976,24.903297
36659,5,228,1,75.0,100,169,121.11173,24.893436
36660,5,228,1,88.0,93,222,121.01903,24.848719
36661,5,228,1,92.8,93,182,121.01031,24.808453
36662,5,228,1,95.0,93,165,121.00525,24.789621
36663,5,228,1,98.0,97,170,120.99886,24.763586
36664,5,228,1,104.5,97,169,120.9519,24.72713
36665,5,228,1,112.3,97,127,120.90427,24.679317
36666,5,228,1,129.2,100,155,120.83893,24.550442
36667,5,228,1,138.9,97,140,120.781906,24.48592
36668,5,228,1,146.5,100,188,120.775734,24.420513
36669,5,228,1,157.2,104,155,120.72085,24.339148
36670,5,228,1,162.1,100,139,120.69733,24.301186
36671,5,228,1,166.4,100,211,120.691956,24.262648
36672,5,228,1,169.9,100,159,120.68662,24.231537
36673,5,228,1,177.4,108,101,120.63561,24.184591
36674,5,228,1,180.2,108,139,120.62193,24.163706
36675,5,228,1,183.9,100,167,120.61725,24.130768
36676,5,228,1,190.6,104,178,120.56813,24.113571
36677,5,228,1,196.0,99,144,120.52785,24.085623
36678,5,228,1,201.1,104,137,120.52279,24.04064
36679,5,228,1,208.9,104,144,120.50612,23.971794
36680,5,228,1,215.6,108,102,120.49765,23.91277
36681,5,228,1,224.9,104,116,120.48488,23.830568
36682,5,228,1,232.2,104,125,120.469345,23.766329
36683,5,228,1,239.4,111,105,120.474915,23.702602
36684,5,228,1,242.5,111,92,120.46228,23.677376
36685,5,228,1,247.2,104,141,120.443115,23.639557
36686,5,228,1,251.4,104,102,120.43542,23.60199
36687,5,228,1,260.3,108,88,120.40559,23.52674
36688,5,228,1,267.4,108,100,120.3777,23.469402
36689,5,228,1,271.4,108,102,120.361565,23.436367
36690,5,228,1,282.7,108,106,120.32219,23.34747
36691,5,228,1,286.6,108,90,120.298706,23.320993
36692,5,228,1,293.0,104,98,120.26577,23.272589
36693,5,228,1,301.9,104,117,120.23642,23.197287
36694,5,228,1,308.3,104,149,120.23327,23.14075
36695,5,228,1,312.6,97,171,120.24768,23.104816
36696,5,228,1,318.5,90,230,120.25302,23.051311
36697,5,228,1,322.7,97,210,120.25,23.014172
36698,5,228,1,325.2,104,163,120.24818,22.991814
36699,5,228,1,328.6,100,147,120.249825,22.960903
36700,5,228,1,336.6,100,166,120.27215,22.892618
36701,5,228,1,339.8,100,151,120.28499,22.867418
36702,5,228,1,346.0,93,195,120.31273,22.818039
36703,5,228,1,356.1,86,213,120.33376,22.728956
36704,5,228,1,359.0,90,182,120.32818,22.703363
36705,5,228,1,364.0,90,186,120.332085,22.658892
36706,5,228,1,367.6,90,179,120.33622,22.62782
36707,5,228,1,368.6,93,3,120.33665,22.61912
36708,5,229,0,1.7,79,82,121.72591,25.109568
36709,5,229,0,2.9,79,102,121.71786,25.102837
36710,5,229,0,6.1,79,145,121.69364,25.088272
36711,5,229,0,9.9,43,209,121.659424,25.076044
36712,5,229,0,14.7,25,71,121.61352,25.065643
36713,5,229,0,15.5,86,146,121.6059,25.064753
36714,5,229,0,17.4,32,67,121.58804,25.065544
36715,5,229,0,20.0,86,68,121.562515,25.070993
36716,5,229,0,20.8,93,99,121.555016,25.072262
36717,5,229,0,21.3,86,76,121.55036,25.073053
36718,5,229,0,23.3,86,87,121.5307,25.073019
36719,5,229,0,25.6,82,172,121.50911,25.078068
36720,5,229,0,27.1,93,116,121.49402,25.075256
36721,5,229,0,29.3,93,185,121.47296,25.074797
36722,5,229,0,33.3,93,88,121.435135,25.068148
36723,5,229,0,34.0,93,230,121.428055,25.068
36724,5,229,0,37.6,86,274,121.39731,25.058666
36725,5,229,0,41.3,90,154,121.36356,25.064968
36726,5,229,0,44.7,90,106,121.33207,25.059242
36727,5,229,0,46.7,97,136,121.317764,25.047075
36728,5,229,0,49.2,97,151,121.29553,25.036482
36729,5,229,0,51.1,100,150,121.28173,25.025953
36730,5,229,0,53.2,93,161,121.2662,25.012943
36731,5,229,0,55.7,93,207,121.24772,24.998583
36732,5,229,0,57.9,93,103,121.23298,24.983667
36733,5,229,0,58.4,93,169,121.22894,24.980558
36734,5,229,0,60.8,93,67,121.21162,24.965878
36735,5,229,0,63.3,93,126,121.195595,24.949282
36736,5,229,0,66.4,93,151,121.17692,24.929544
36737,5,229,0,68.1,90,212,121.16759,24.917967
36738,5,229,0,69.9,90,173,121.15976,24.903297
36739,5,229,0,75.0,97,171,121.11173,24.893436
36740,5,229,0,88.0,86,212,121.01903,24.848719
36741,5,229,0,92.8,79,230,121.01031,24.808453
36742,5,229,0,95.6,36,155,121.00372,24.783943
36743,5,229,0,97.9,93,156,120.99989,24.764414
36744,5,229,0,104.5,93,138,120.9519,24.72713
36745,5,229,0,112.3,100,112,120.90427,24.679317
36746,5,229,0,129.2,100,128,120.83893,24.550442
36747,5,229,0,138.9,100,127,120.781906,24.48592
36748,5,229,0,146.5,104,120,120.775734,24.420513
36749,5,229,0,157.2,100,112,120.72085,24.339148
36750,5,229,0,162.1,100,123,120.69733,24.301186
36751,5,229,0,166.4,99,128,120.691956,24.262648
36752,5,229,0,169.9,97,170,120.68662,24.231537
36753,5,229,0,177.4,93,179,120.63561,24.184591
36754,5,229,0,180.2,104,114,120.62193,24.163706
36755,5,229,0,183.9,104,129,120.61725,24.130768
36756,5,229,0,190.6,97,142,120.56813,24.113571
36757,5,229,0,196.0,104,163,120.52785,24.085623
36758,5,229,0,201.1,100,163,120.52279,24.04064
36759,5,229,0,208.9,97,173,120.50612,23.971794
36760,5,229,0,215.6,104,170,120.49765,23.91277
36761,5,229,0,224.9,108,151,120.48488,23.830568
36762,5,229,0,232.2,97,173,120.469345,23.766329
36763,5,229,0,239.4,104,140,120.474915,23.702602
36764,5,229,0,242.5,108,159,120.46228,23.677376
36765,5,229,0,247.2,108,137,120.443115,23.639557
36766,5,229,0,251.4,100,152,120.43542,23.60199
36767,5,229,0,260.3,104,128,120.40559,23.52674
36768,5,229,0,267.4,100,115,120.3777,23.469402
36769,5,229,0,271.4,104,139,120.361565,23.436367
36770,5,229,0,282.7,104,107,120.32219,23.34747
36771,5,229,0,286.6,104,105,120.298706,23.320993
36772,5,229,0,293.0,100,98,120.26577,23.272589
36773,5,229,0,301.9,100,177,120.23642,23.197287
36774,5,229,0,308.3,104,144,120.23327,23.14075
36775,5,229,0,312.6,104,159,120.24768,23.104816
36776,5,229,0,318.5,100,135,120.25302,23.051311
36777,5,229,0,322.7,100,153,120.25,23.014172
36778,5,229,0,325.2,100,150,120.24818,22.991814
36779,5,229,0,328.6,97,128,120.249825,22.960903
36780,5,229,0,336.6,100,108,120.27215,22.892618
36781,5,229,0,339.8,100,154,120.28499,22.867418
36782,5,229,0,346.0,100,170,120.31273,22.818039
36783,5,229,0,355.9,97,152,120.33429,22.730904
36784,5,229,0,359.0,93,150,120.32818,22.703363
36785,5,229,0,364.0,93,163,120.332085,22.658892
36786,5,229,0,367.6,93,184,120.33622,22.62782
36787,5,229,0,369.6,90,177,120.33961,22.609428
36788,5,229,0,373.6,82,37,120.32315,22.581932
36789,5,229,1,0.5,82,58,121.731766,25.118786
36790,5,229,1,1.7,88,74,121.72591,25.109568
36791,5,229,1,2.9,86,90,121.71786,25.102837
36792,5,229,1,6.1,86,140,121.69364,25.088272
36793,5,229,1,9.9,108,29,121.65948,25.076263
36794,5,229,1,14.7,93,82,121.61352,25.065643
36795,5,229,1,15.5,86,100,121.6059,25.064753
36796,5,229,1,16.3,93,57,121.59873,25.064007
36797,5,229,1,18.2,79,162,121.58023,25.068987
36798,5,229,1,20.6,86,173,121.55774,25.07275
36799,5,229,1,24.8,82,273,121.5166,25.077631
36800,5,229,1,26.4,93,265,121.50139,25.077463
36801,5,229,1,29.3,90,237,121.47296,25.074797
36802,5,229,1,30.5,93,66,121.46066,25.075554
36803,5,229,1,33.4,93,81,121.43328,25.068727
36804,5,229,1,33.9,90,114,121.428764,25.06824
36805,5,229,1,37.6,86,181,121.39731,25.058666
36806,5,229,1,41.3,93,196,121.36356,25.064968
36807,5,229,1,44.7,97,114,121.331856,25.060125
36808,5,229,1,46.7,97,164,121.317764,25.047075
36809,5,229,1,49.2,82,177,121.29553,25.036482
36810,5,229,1,51.1,90,194,121.28173,25.025953
36811,5,229,1,53.2,86,281,121.2662,25.012943
36812,5,229,1,55.7,90,183,121.24772,24.998583
36813,5,229,1,57.8,93,101,121.2332,24.984413
36814,5,229,1,57.9,88,50,121.23253,24.984095
36815,5,229,1,61.0,93,91,121.20987,24.96525
36816,5,229,1,63.3,93,128,121.195595,24.949282
36817,5,229,1,66.4,93,155,121.17692,24.929544
36818,5,229,1,68.1,93,68,121.16759,24.917967
36819,5,229,1,69.9,100,84,121.15976,24.903297
36820,5,229,1,75.0,97,169,121.11173,24.893436
36821,5,229,1,88.0,93,155,121.01903,24.848719
36822,5,229,1,92.8,93,148,121.01031,24.808453
36823,5,229,1,95.0,97,172,121.00525,24.789621
36824,5,229,1,98.0,97,195,120.99886,24.763586
36825,5,229,1,104.5,100,120,120.9519,24.72713
36826,5,229,1,112.3,100,139,120.90427,24.679317
36827,5,229,1,129.2,100,122,120.83893,24.550442
36828,5,229,1,138.9,100,168,120.781906,24.48592
36829,5,229,1,146.5,99,154,120.775734,24.420513
36830,5,229,1,157.2,100,166,120.72085,24.339148
36831,5,229,1,162.1,100,156,120.69733,24.301186
36832,5,229,1,166.4,100,174,120.691956,24.262648
36833,5,229,1,169.9,100,174,120.68662,24.231537
36834,5,229,1,177.4,108,122,120.63561,24.184591
36835,5,229,1,180.2,104,140,120.62193,24.163706
36836,5,229,1,183.9,104,151,120.61725,24.130768
36837,5,229,1,190.6,100,174,120.56813,24.113571
36838,5,229,1,196.0,104,182,120.52785,24.085623
36839,5,229,1,201.1,100,146,120.52279,24.04064
36840,5,229,1,208.9,108,120,120.50612,23.971794
36841,5,229,1,215.6,108,107,120.49765,23.91277
36842,5,229,1,224.9,104,98,120.48488,23.830568
36843,5,229,1,232.2,108,110,120.469345,23.766329
36844,5,229,1,239.4,108,131,120.474915,23.702602
36845,5,229,1,242.5,108,112,120.46228,23.677376
36846,5,229,1,247.2,108,114,120.443115,23.639557
36847,5,229,1,251.4,108,124,120.43542,23.60199
36848,5,229,1,260.3,108,69,120.40559,23.52674
36849,5,229,1,267.4,104,82,120.3777,23.469402
36850,5,229,1,271.4,108,86,120.361565,23.436367
36851,5,229,1,282.7,108,99,120.32219,23.34747
36852,5,229,1,286.6,108,100,120.298706,23.320993
36853,5,229,1,293.0,104,129,120.26577,23.272589
36854,5,229,1,301.9,104,102,120.23642,23.197287
36855,5,229,1,308.3,108,122,120.23327,23.14075
36856,5,229,1,312.6,93,200,120.24768,23.104816
36857,5,229,1,318.5,93,210,120.25302,23.051311
36858,5,229,1,322.7,104,175,120.25,23.014172
36859,5,229,1,325.2,104,131,120.24818,22.991814
36860,5,229,1,328.6,104,166,120.249825,22.960903
36861,5,229,1,336.6,104,203,120.27215,22.892618
36862,5,229,1,339.8,97,188,120.28499,22.867418
36863,5,229,1,346.0,93,175,120.31273,22.818039
36864,5,229,1,356.1,90,207,120.33376,22.728956
36865,5,229,1,359.0,90,184,120.32818,22.703363
36866,5,229,1,364.0,97,174,120.332085,22.658892
36867,5,229,1,367.6,90,177,120.33622,22.62782
36868,5,229,1,368.6,86,5,120.33665,22.61912
36869,5,230,0,1.7,79,79,121.72591,25.109568
36870,5,230,0,2.9,75,121,121.71786,25.102837
36871,5,230,0,6.1,82,138,121.69364,25.088272
36872,5,230,0,9.9,43,188,121.659424,25.076044
36873,5,230,0,14.7,25,87,121.61352,25.065643
36874,5,230,0,15.5,79,167,121.6059,25.064753
36875,5,230,0,17.4,36,70,121.58804,25.065544
36876,5,230,0,20.0,90,57,121.562515,25.070993
36877,5,230,0,20.8,97,108,121.555016,25.072262
36878,5,230,0,21.3,82,105,121.55036,25.073053
36879,5,230,0,23.3,82,114,121.5307,25.073019
36880,5,230,0,25.6,82,216,121.50911,25.078068
36881,5,230,0,27.1,93,146,121.49402,25.075256
36882,5,230,0,29.3,93,203,121.47296,25.074797
36883,5,230,0,33.3,90,93,121.435135,25.068148
36884,5,230,0,34.0,97,60,121.428055,25.068
36885,5,230,0,37.6,86,284,121.39731,25.058666
36886,5,230,0,41.3,93,158,121.36356,25.064968
36887,5,230,0,44.7,93,68,121.33207,25.059242
36888,5,230,0,46.7,97,145,121.317764,25.047075
36889,5,230,0,49.2,93,157,121.29553,25.036482
36890,5,230,0,51.1,100,150,121.28173,25.025953
36891,5,230,0,53.2,93,147,121.2662,25.012943
36892,5,230,0,55.7,93,218,121.24772,24.998583
36893,5,230,0,57.9,100,105,121.23298,24.983667
36894,5,230,0,58.4,93,157,121.22894,24.980558
36895,5,230,0,60.8,86,76,121.21162,24.965878
36896,5,230,0,63.3,93,149,121.195595,24.949282
36897,5,230,0,66.4,93,135,121.17692,24.929544
36898,5,230,0,68.1,93,184,121.16759,24.917967
36899,5,230,0,69.9,90,135,121.15976,24.903297
36900,5,230,0,75.0,93,199,121.11173,24.893436
36901,5,230,0,88.0,86,251,121.01903,24.848719
36902,5,230,0,92.8,79,237,121.01031,24.808453
36903,5,230,0,95.6,43,176,121.00372,24.783943
36904,5,230,0,97.9,90,160,120.99989,24.764414
36905,5,230,0,104.5,97,114,120.9519,24.72713
36906,5,230,0,112.3,100,132,120.90427,24.679317
36907,5,230,0,129.2,99,128,120.83893,24.550442
36908,5,230,0,138.9,100,127,120.781906,24.48592
36909,5,230,0,146.5,100,119,120.775734,24.420513
36910,5,230,0,157.2,100,111,120.72085,24.339148
36911,5,230,0,162.1,100,120,120.69733,24.301186
36912,5,230,0,166.4,100,134,120.691956,24.262648
36913,5,230,0,169.9,100,177,120.68662,24.231537
36914,5,230,0,177.4,97,179,120.63561,24.184591
36915,5,230,0,180.2,100,106,120.62193,24.163706
36916,5,230,0,183.9,100,141,120.61725,24.130768
36917,5,230,0,190.6,100,160,120.56813,24.113571
36918,5,230,0,196.0,102,166,120.52785,24.085623
36919,5,230,0,201.1,100,191,120.52279,24.04064
36920,5,230,0,208.9,100,187,120.50612,23.971794
36921,5,230,0,215.6,104,168,120.49765,23.91277
36922,5,230,0,224.9,104,171,120.48488,23.830568
36923,5,230,0,232.2,100,154,120.469345,23.766329
36924,5,230,0,239.4,100,177,120.474915,23.702602
36925,5,230,0,242.5,108,138,120.46228,23.677376
36926,5,230,0,247.2,108,127,120.443115,23.639557
36927,5,230,0,251.4,100,137,120.43542,23.60199
36928,5,230,0,260.3,104,125,120.40559,23.52674
36929,5,230,0,267.4,93,109,120.3777,23.469402
36930,5,230,0,271.4,104,103,120.361565,23.436367
36931,5,230,0,282.7,104,92,120.32219,23.34747
36932,5,230,0,286.6,108,150,120.298706,23.320993
36933,5,230,0,293.0,104,130,120.26577,23.272589
36934,5,230,0,301.9,104,139,120.23642,23.197287
36935,5,230,0,308.3,108,129,120.23327,23.14075
36936,5,230,0,312.6,104,125,120.24768,23.104816
36937,5,230,0,318.5,104,139,120.25302,23.051311
36938,5,230,0,322.7,100,143,120.25,23.014172
36939,5,230,0,325.2,97,122,120.24818,22.991814
36940,5,230,0,328.6,100,86,120.249825,22.960903
