,星期,時間,方向,里程,車速,交通量
0,2,1,0,1.7,93,29
1,2,1,0,2.9,93,31
2,2,1,0,6.1,93,34
3,2,1,0,9.9,97,47
4,2,1,0,14.7,93,24
5,2,1,0,15.5,97,62
6,2,1,0,17.4,111,13
7,2,1,0,20.0,99,8
8,2,1,0,20.8,104,15
9,2,1,0,21.3,100,36
10,2,1,0,23.3,97,27
11,2,1,0,25.6,97,44
12,2,1,0,27.1,104,22
13,2,1,0,29.3,100,37
14,2,1,0,33.3,108,17
15,2,1,0,34.0,97,39
16,2,1,0,34.0,99,14
17,2,1,0,37.6,97,72
18,2,1,0,41.3,100,41
19,2,1,0,44.7,97,31
20,2,1,0,44.7,104,23
21,2,1,0,46.7,100,37
22,2,1,0,49.2,104,40
23,2,1,0,51.1,108,39
24,2,1,0,53.2,99,42
25,2,1,0,55.7,100,68
26,2,1,0,55.7,0,6
27,2,1,0,57.9,108,23
28,2,1,0,58.4,100,42
29,2,1,0,60.8,104,5
30,2,1,0,60.8,104,13
31,2,1,0,63.3,102,30
32,2,1,0,63.3,95,8
33,2,1,0,66.4,100,35
34,2,1,0,68.1,99,34
35,2,1,0,69.9,99,30
36,2,1,0,75.0,104,40
37,2,1,0,75.0,104,16
38,2,1,0,88.0,104,33
39,2,1,0,92.8,104,39
40,2,1,0,95.6,104,31
41,2,1,0,97.9,100,30
42,2,1,0,104.5,100,26
43,2,1,0,112.3,104,38
44,2,1,0,129.2,108,35
45,2,1,0,138.9,108,28
46,2,1,0,146.5,104,20
47,2,1,0,157.2,104,40
48,2,1,0,162.1,108,29
49,2,1,0,166.4,108,28
50,2,1,0,169.9,111,35
51,2,1,0,177.4,104,34
52,2,1,0,180.2,104,22
53,2,1,0,183.9,104,31
54,2,1,0,190.6,104,30
55,2,1,0,196.0,111,31
56,2,1,0,201.1,108,34
57,2,1,0,208.9,108,30
58,2,1,0,215.6,111,26
59,2,1,0,224.9,111,25
60,2,1,0,232.2,108,24
61,2,1,0,239.4,108,33
62,2,1,0,242.5,111,17
63,2,1,0,247.2,111,19
64,2,1,0,251.4,111,25
65,2,1,0,260.3,111,17
66,2,1,0,267.4,104,9
67,2,1,0,271.4,108,18
68,2,1,0,282.7,111,17
69,2,1,0,286.6,111,15
70,2,1,0,293.0,109,14
71,2,1,0,301.9,108,25
72,2,1,0,308.3,111,23
73,2,1,0,312.6,108,27
74,2,1,0,318.5,108,25
75,2,1,0,322.7,111,29
76,2,1,0,325.2,104,33
77,2,1,0,328.6,108,25
78,2,1,0,336.6,108,30
79,2,1,0,339.8,111,34
80,2,1,0,346.0,104,38
81,2,1,0,352.5,104,28
82,2,1,0,355.9,104,49
83,2,1,0,359.0,100,45
84,2,1,0,364.0,104,43
85,2,1,0,367.6,108,39
86,2,1,0,369.6,99,32
87,2,1,0,373.6,86,1
88,2,1,1,0.5,95,16
89,2,1,1,1.7,93,19
90,2,1,1,2.9,97,20
91,2,1,1,6.1,100,28
92,2,1,1,9.9,100,15
93,2,1,1,9.9,115,7
94,2,1,1,14.7,100,25
95,2,1,1,15.5,97,27
96,2,1,1,16.3,97,12
97,2,1,1,18.2,97,23
98,2,1,1,20.6,100,18
99,2,1,1,24.8,102,66
100,2,1,1,26.4,104,58
101,2,1,1,29.3,100,58
102,2,1,1,30.5,100,11
103,2,1,1,30.5,100,11
104,2,1,1,33.4,99,12
105,2,1,1,33.9,97,103
106,2,1,1,33.9,100,37
107,2,1,1,37.6,97,63
108,2,1,1,41.3,100,54
109,2,1,1,44.7,97,26
110,2,1,1,46.7,104,36
111,2,1,1,49.2,104,36
112,2,1,1,51.1,100,41
113,2,1,1,53.2,5,10
114,2,1,1,53.2,93,68
115,2,1,1,55.7,100,33
116,2,1,1,57.8,100,20
117,2,1,1,57.8,108,5
118,2,1,1,57.9,95,12
119,2,1,1,57.9,97,11
120,2,1,1,61.0,99,24
121,2,1,1,63.3,100,32
122,2,1,1,66.4,100,40
123,2,1,1,68.1,95,20
124,2,1,1,69.9,104,17
125,2,1,1,75.0,104,35
126,2,1,1,88.0,104,46
127,2,1,1,92.8,104,36
128,2,1,1,95.0,106,34
129,2,1,1,98.0,100,32
130,2,1,1,104.5,104,32
131,2,1,1,112.3,104,39
132,2,1,1,129.2,104,33
133,2,1,1,138.9,100,48
134,2,1,1,146.5,108,36
135,2,1,1,157.2,111,30
136,2,1,1,162.1,108,29
137,2,1,1,166.4,104,37
138,2,1,1,169.9,108,29
139,2,1,1,177.4,111,35
140,2,1,1,180.2,111,25
141,2,1,1,183.9,108,38
142,2,1,1,190.6,111,39
143,2,1,1,196.0,108,33
144,2,1,1,201.1,108,25
145,2,1,1,208.9,111,23
146,2,1,1,215.6,113,16
147,2,1,1,224.9,108,31
148,2,1,1,232.2,113,24
149,2,1,1,239.4,108,22
150,2,1,1,242.5,111,28
151,2,1,1,247.2,111,32
152,2,1,1,251.4,108,24
153,2,1,1,260.3,111,12
154,2,1,1,267.4,108,21
155,2,1,1,271.4,111,13
156,2,1,1,282.7,108,28
157,2,1,1,286.6,113,32
158,2,1,1,293.0,111,29
159,2,1,1,301.9,104,28
160,2,1,1,308.3,115,20
161,2,1,1,312.6,108,28
162,2,1,1,318.5,108,32
163,2,1,1,322.7,108,22
164,2,1,1,325.2,108,19
165,2,1,1,328.6,104,39
166,2,1,1,336.6,118,34
167,2,1,1,339.8,106,34
168,2,1,1,346.0,104,15
169,2,1,1,352.5,97,31
170,2,1,1,356.1,82,41
171,2,1,1,359.0,104,37
172,2,1,1,364.0,108,48
173,2,1,1,367.6,104,45
174,2,1,1,368.6,111,4
175,2,2,0,1.7,93,22
176,2,2,0,2.9,93,33
177,2,2,0,6.1,97,36
178,2,2,0,9.9,97,38
179,2,2,0,14.7,93,28
180,2,2,0,15.5,100,39
181,2,2,0,17.4,115,4
182,2,2,0,20.0,97,13
183,2,2,0,20.8,100,31
184,2,2,0,21.3,100,29
185,2,2,0,23.3,91,28
186,2,2,0,25.6,93,55
187,2,2,0,27.1,104,31
188,2,2,0,29.3,97,56
189,2,2,0,33.3,104,21
190,2,2,0,34.0,97,55
191,2,2,0,34.0,100,15
192,2,2,0,37.6,97,61
193,2,2,0,41.3,100,34
194,2,2,0,44.7,100,39
195,2,2,0,44.7,104,17
196,2,2,0,46.7,97,34
197,2,2,0,49.2,100,48
198,2,2,0,51.1,104,44
199,2,2,0,53.2,100,41
200,2,2,0,55.7,100,51
201,2,2,0,55.7,1,4
202,2,2,0,57.9,104,17
203,2,2,0,58.4,97,40
204,2,2,0,60.8,100,9
205,2,2,0,60.8,104,9
206,2,2,0,63.3,104,27
207,2,2,0,63.3,95,4
208,2,2,0,66.4,100,34
209,2,2,0,68.1,99,44
210,2,2,0,69.9,97,25
211,2,2,0,75.0,108,22
212,2,2,0,75.0,108,13
213,2,2,0,88.0,104,36
214,2,2,0,92.8,100,41
215,2,2,0,95.6,104,27
216,2,2,0,97.9,104,31
217,2,2,0,104.5,104,39
218,2,2,0,112.3,108,35
219,2,2,0,129.2,104,31
220,2,2,0,138.9,104,20
221,2,2,0,146.5,108,46
222,2,2,0,157.2,108,30
223,2,2,0,162.1,111,36
224,2,2,0,166.4,108,26
225,2,2,0,169.9,104,21
226,2,2,0,177.4,104,27
227,2,2,0,180.2,109,26
228,2,2,0,183.9,111,29
229,2,2,0,190.6,108,28
230,2,2,0,196.0,108,25
231,2,2,0,201.1,111,31
232,2,2,0,208.9,111,28
233,2,2,0,215.6,111,23
234,2,2,0,224.9,111,25
235,2,2,0,232.2,100,29
236,2,2,0,239.4,108,19
237,2,2,0,242.5,111,25
238,2,2,0,247.2,109,18
239,2,2,0,251.4,111,15
240,2,2,0,260.3,113,12
241,2,2,0,267.4,106,22
242,2,2,0,271.4,109,18
243,2,2,0,282.7,115,12
244,2,2,0,286.6,111,19
245,2,2,0,293.0,113,20
246,2,2,0,301.9,108,22
247,2,2,0,308.3,108,20
248,2,2,0,312.6,115,20
