,星期,時間,方向,里程,車速,交通量
278,3,2,1,30.5,97,15
279,3,2,1,33.4,104,15
280,3,2,1,33.9,97,89
281,3,2,1,33.9,93,21
282,3,2,1,37.6,97,55
283,3,2,1,41.3,104,53
284,3,2,1,44.7,104,32
285,3,2,1,46.7,100,48
286,3,2,1,49.2,100,48
287,3,2,1,51.1,97,46
288,3,2,1,53.2,7,3
289,3,2,1,53.2,99,74
290,3,2,1,55.7,100,47
291,3,2,1,57.8,100,23
292,3,2,1,57.8,86,11
293,3,2,1,57.9,100,9
294,3,2,1,57.9,97,23
295,3,2,1,61.0,104,35
296,3,2,1,63.3,99,30
297,3,2,1,66.4,104,36
298,3,2,1,68.1,95,20
299,3,2,1,69.9,108,23
300,3,2,1,75.0,104,39
301,3,2,1,88.0,104,54
302,3,2,1,92.8,102,30
303,3,2,1,95.0,104,33
304,3,2,1,98.0,104,29
305,3,2,1,104.5,104,34
306,3,2,1,112.3,104,42
307,3,2,1,129.2,106,32
308,3,2,1,138.9,104,47
309,3,2,1,146.5,104,46
310,3,2,1,157.2,108,37
311,3,2,1,162.1,104,34
312,3,2,1,166.4,108,41
313,3,2,1,169.9,111,28
314,3,2,1,177.4,111,29
315,3,2,1,180.2,111,30
316,3,2,1,183.9,108,35
317,3,2,1,190.6,111,35
318,3,2,1,196.0,108,33
319,3,2,1,201.1,111,30
320,3,2,1,208.9,111,27
321,3,2,1,215.6,111,23
322,3,2,1,224.9,104,13
323,3,2,1,232.2,104,22
324,3,2,1,239.4,108,33
325,3,2,1,242.5,111,20
326,3,2,1,247.2,108,18
327,3,2,1,251.4,111,20
328,3,2,1,260.3,108,17
329,3,2,1,267.4,108,16
330,3,2,1,271.4,111,19
331,3,2,1,282.7,108,15
332,3,2,1,286.6,109,18
333,3,2,1,293.0,111,21
334,3,2,1,301.9,111,21
335,3,2,1,308.3,111,26
336,3,2,1,312.6,108,23
337,3,2,1,318.5,111,20
338,3,2,1,322.7,108,29
339,3,2,1,325.2,109,22
340,3,2,1,328.6,108,26
341,3,2,1,336.6,115,33
342,3,2,1,339.8,108,37
343,3,2,1,346.0,111,31
344,3,2,1,353.5,108,34
345,3,2,1,356.1,108,41
346,3,2,1,359.0,108,39
347,3,2,1,364.0,104,33
348,3,2,1,367.6,100,29
349,3,2,1,368.6,91,2
350,3,3,0,1.7,90,14
351,3,3,0,2.9,91,20
352,3,3,0,6.1,93,25
353,3,3,0,9.9,97,36
354,3,3,0,14.7,97,24
355,3,3,0,15.3,97,62
356,3,3,0,17.4,106,14
357,3,3,0,20.0,100,20
358,3,3,0,20.8,100,31
359,3,3,0,21.3,97,35
360,3,3,0,23.3,97,29
361,3,3,0,25.6,97,63
362,3,3,0,27.1,104,37
363,3,3,0,29.3,97,52
364,3,3,0,33.3,100,34
365,3,3,0,34.0,97,71
366,3,3,0,34.0,104,7
367,3,3,0,37.6,97,90
368,3,3,0,41.3,100,51
369,3,3,0,44.7,97,50
370,3,3,0,44.7,100,23
371,3,3,0,46.7,97,42
372,3,3,0,49.2,97,38
373,3,3,0,51.1,100,42
374,3,3,0,53.2,100,41
375,3,3,0,55.7,100,57
376,3,3,0,55.7,0,2
377,3,3,0,57.9,102,18
378,3,3,0,58.4,100,40
379,3,3,0,60.8,106,4
380,3,3,0,60.8,111,9
381,3,3,0,63.3,100,24
382,3,3,0,63.3,100,11
383,3,3,0,66.4,100,34
384,3,3,0,68.1,104,49
385,3,3,0,69.9,100,35
386,3,3,0,75.0,104,42
387,3,3,0,75.0,111,15
388,3,3,0,88.0,100,41
389,3,3,0,92.8,100,41
390,3,3,0,95.6,100,27
391,3,3,0,97.9,104,25
392,3,3,0,104.5,100,29
393,3,3,0,112.3,104,38
394,3,3,0,129.2,108,19
395,3,3,0,138.9,104,28
396,3,3,0,146.5,104,24
397,3,3,0,157.2,104,29
398,3,3,0,162.1,106,26
399,3,3,0,166.4,104,36
400,3,3,0,169.9,108,41
401,3,3,0,177.4,100,39
402,3,3,0,180.2,106,22
403,3,3,0,183.9,108,20
404,3,3,0,190.6,104,37
405,3,3,0,196.0,108,37
406,3,3,0,201.1,111,35
407,3,3,0,208.9,111,35
408,3,3,0,215.6,111,33
409,3,3,0,224.9,111,17
410,3,3,0,232.2,108,28
411,3,3,0,239.4,104,31
412,3,3,0,242.5,111,30
413,3,3,0,247.2,111,30
414,3,3,0,251.4,115,25
415,3,3,0,260.3,108,22
416,3,3,0,267.4,111,12
417,3,3,0,271.4,108,26
418,3,3,0,282.7,111,15
419,3,3,0,286.6,109,20
420,3,3,0,293.0,113,18
421,3,3,0,301.9,111,14
422,3,3,0,308.3,108,25
423,3,3,0,312.6,111,18
424,3,3,0,318.5,108,20
425,3,3,0,322.7,108,27
426,3,3,0,325.2,100,32
427,3,3,0,328.6,108,30
428,3,3,0,336.6,108,41
429,3,3,0,339.8,115,51
430,3,3,0,346.0,108,42
431,3,3,0,353.5,104,41
432,3,3,0,355.9,104,56
433,3,3,0,359.0,100,52
434,3,3,0,364.0,104,64
435,3,3,0,367.6,0,0
436,3,3,0,369.6,0,0
437,3,3,0,373.6,0,0
438,3,3,1,0.5,86,22
439,3,3,1,1.7,86,23
440,3,3,1,2.9,90,20
441,3,3,1,6.1,100,27
442,3,3,1,9.9,97,13
443,3,3,1,9.9,102,8
444,3,3,1,14.7,97,27
445,3,3,1,15.3,93,23
446,3,3,1,16.3,97,9
447,3,3,1,18.2,97,26
448,3,3,1,20.6,100,28
449,3,3,1,24.8,97,74
450,3,3,1,26.4,97,58
451,3,3,1,29.3,97,58
452,3,3,1,30.5,93,14
453,3,3,1,30.5,97,7
454,3,3,1,33.4,100,10
455,3,3,1,33.9,97,75
456,3,3,1,33.9,97,23
457,3,3,1,37.6,97,40
458,3,3,1,41.3,97,47
459,3,3,1,44.7,100,20
460,3,3,1,46.7,100,49
461,3,3,1,49.2,104,51
462,3,3,1,51.1,99,40
463,3,3,1,53.2,10,5
464,3,3,1,53.2,93,57
465,3,3,1,55.7,100,38
466,3,3,1,57.8,104,41
467,3,3,1,57.8,97,7
468,3,3,1,57.9,100,11
469,3,3,1,57.9,97,33
470,3,3,1,61.0,104,33
471,3,3,1,63.3,100,32
472,3,3,1,66.4,104,36
473,3,3,1,68.1,99,16
474,3,3,1,69.9,106,22
475,3,3,1,75.0,104,55
476,3,3,1,88.0,104,47
477,3,3,1,92.8,104,28
478,3,3,1,95.0,104,27
479,3,3,1,98.0,100,28
480,3,3,1,104.5,104,28
481,3,3,1,112.3,104,34
482,3,3,1,129.2,104,36
483,3,3,1,138.9,104,34
484,3,3,1,146.5,104,52
485,3,3,1,157.2,104,45
486,3,3,1,162.1,111,39
487,3,3,1,166.4,108,44
488,3,3,1,169.9,106,28
489,3,3,1,177.4,111,29
490,3,3,1,180.2,111,32
491,3,3,1,183.9,111,37
492,3,3,1,190.6,115,39
493,3,3,1,196.0,108,26
494,3,3,1,201.1,111,28
495,3,3,1,208.9,111,33
496,3,3,1,215.6,111,20
497,3,3,1,224.9,108,25
498,3,3,1,232.2,104,13
499,3,3,1,239.4,93,12
500,3,3,1,242.5,111,17
501,3,3,1,247.2,108,30
502,3,3,1,251.4,109,24
503,3,3,1,260.3,108,20
504,3,3,1,267.4,111,21
505,3,3,1,271.4,108,14
506,3,3,1,282.7,108,24
507,3,3,1,286.6,115,16
508,3,3,1,293.0,106,24
509,3,3,1,301.9,111,20
510,3,3,1,308.3,111,22
511,3,3,1,312.6,108,28
512,3,3,1,318.5,111,31
513,3,3,1,322.7,104,38
514,3,3,1,325.2,108,21
515,3,3,1,328.6,104,27
516,3,3,1,336.6,115,36
517,3,3,1,339.8,111,33
518,3,3,1,346.0,108,39
519,3,3,1,353.5,108,39
520,3,3,1,356.1,108,30
521,3,3,1,359.0,104,54
522,3,3,1,364.0,108,53
523,3,3,1,367.6,104,53
524,3,3,1,368.6,91,4
525,3,4,0,1.7,93,21
526,3,4,0,2.9,90,30
527,3,4,0,6.1,93,48
528,3,4,0,9.9,97,55
529,3,4,0,14.7,100,31
530,3,4,0,15.3,97,55
531,3,4,0,17.4,113,12
532,3,4,0,20.0,100,19
533,3,4,0,20.8,102,34
534,3,4,0,21.3,95,32
535,3,4,0,23.3,97,30
536,3,4,0,25.6,93,76
537,3,4,0,27.1,100,37
538,3,4,0,29.3,97,64
539,3,4,0,33.3,100,20
540,3,4,0,34.0,97,59
541,3,4,0,34.0,100,21
542,3,4,0,37.6,97,77
543,3,4,0,41.3,97,41
544,3,4,0,44.7,95,50
545,3,4,0,44.7,100,31
546,3,4,0,46.7,97,50
547,3,4,0,49.2,97,47
548,3,4,0,51.1,104,51
549,3,4,0,53.2,100,37
550,3,4,0,55.7,104,61
551,3,4,0,55.7,0,7
552,3,4,0,57.9,104,15
553,3,4,0,58.4,102,40
554,3,4,0,60.8,108,9
555,3,4,0,60.8,104,17
556,3,4,0,63.3,104,34
557,3,4,0,63.3,106,6
558,3,4,0,66.4,104,34
559,3,4,0,68.1,104,33
560,3,4,0,69.9,100,27
561,3,4,0,75.0,104,29
562,3,4,0,75.0,102,18
563,3,4,0,88.0,97,37
564,3,4,0,92.8,97,47
565,3,4,0,95.6,104,26
566,3,4,0,97.9,104,29
567,3,4,0,104.5,100,30
568,3,4,0,112.3,104,19
569,3,4,0,129.2,100,40
570,3,4,0,138.9,108,16
571,3,4,0,146.5,102,26
572,3,4,0,157.2,100,22
573,3,4,0,162.1,108,33
574,3,4,0,166.4,104,29
575,3,4,0,169.9,104,42
576,3,4,0,177.4,100,26
577,3,4,0,180.2,106,32
578,3,4,0,183.9,108,34
579,3,4,0,190.6,104,32
580,3,4,0,196.0,111,31
581,3,4,0,201.1,111,31
582,3,4,0,208.9,111,31
583,3,4,0,215.6,108,17
584,3,4,0,224.9,113,28
585,3,4,0,232.2,108,28
586,3,4,0,239.4,100,33
587,3,4,0,242.5,111,25
588,3,4,0,247.2,111,22
589,3,4,0,251.4,111,14
590,3,4,0,260.3,111,13
591,3,4,0,267.4,106,18
592,3,4,0,271.4,111,15
593,3,4,0,282.7,115,14
594,3,4,0,286.6,111,14
595,3,4,0,293.0,111,11
596,3,4,0,301.9,108,26
597,3,4,0,308.3,111,19
598,3,4,0,312.6,111,30
599,3,4,0,318.5,108,25
600,3,4,0,322.7,108,27
601,3,4,0,325.2,108,31
602,3,4,0,328.6,108,29
603,3,4,0,336.6,108,38
604,3,4,0,339.8,111,43
605,3,4,0,346.0,108,43
606,3,4,0,353.5,104,51
607,3,4,0,355.9,108,45
608,3,4,0,359.0,104,48
609,3,4,0,364.0,104,32
610,3,4,0,367.6,0,0
611,3,4,0,369.6,0,0
612,3,4,0,373.6,0,0
613,3,4,1,0.5,86,16
614,3,4,1,1.7,90,18
615,3,4,1,2.9,93,27
616,3,4,1,6.1,93,31
617,3,4,1,9.9,90,10
618,3,4,1,9.9,109,6
619,3,4,1,14.7,108,31
620,3,4,1,15.3,97,29
621,3,4,1,16.3,93,9
622,3,4,1,18.2,93,34
623,3,4,1,20.6,97,19
624,3,4,1,24.8,97,74
625,3,4,1,26.4,97,61
626,3,4,1,29.3,100,56
627,3,4,1,30.5,100,11
628,3,4,1,30.5,97,11
629,3,4,1,33.4,104,11
630,3,4,1,33.9,97,85
631,3,4,1,33.9,97,34
632,3,4,1,37.6,95,44
633,3,4,1,41.3,100,37
634,3,4,1,44.7,95,18
635,3,4,1,46.7,100,34
636,3,4,1,49.2,97,39
637,3,4,1,51.1,97,49
638,3,4,1,53.2,3,7
639,3,4,1,53.2,97,81
640,3,4,1,55.7,97,43
641,3,4,1,57.8,100,30
642,3,4,1,57.8,99,6
643,3,4,1,57.9,95,10
644,3,4,1,57.9,100,26
645,3,4,1,61.0,104,37
646,3,4,1,63.3,97,33
647,3,4,1,66.4,104,41
648,3,4,1,68.1,97,27
649,3,4,1,69.9,104,21
650,3,4,1,75.0,104,58
651,3,4,1,88.0,108,56
652,3,4,1,92.8,108,42
653,3,4,1,95.0,100,41
654,3,4,1,98.0,104,29
655,3,4,1,104.5,108,27
656,3,4,1,112.3,100,40
657,3,4,1,129.2,104,33
658,3,4,1,138.9,104,40
659,3,4,1,146.5,108,36
660,3,4,1,157.2,111,47
661,3,4,1,162.1,106,46
662,3,4,1,166.4,111,41
663,3,4,1,169.9,108,43
664,3,4,1,177.4,118,23
665,3,4,1,180.2,113,20
666,3,4,1,183.9,108,31
667,3,4,1,190.6,111,33
668,3,4,1,196.0,111,42
669,3,4,1,201.1,108,27
670,3,4,1,208.9,111,26
671,3,4,1,215.6,104,26
672,3,4,1,224.9,108,21
673,3,4,1,232.2,111,33
674,3,4,1,239.4,115,26
675,3,4,1,242.5,113,26
676,3,4,1,247.2,106,22
677,3,4,1,251.4,108,20
678,3,4,1,260.3,111,17
679,3,4,1,267.4,111,21
680,3,4,1,271.4,111,20
681,3,4,1,282.7,111,24
682,3,4,1,286.6,108,19
683,3,4,1,293.0,113,18
684,3,4,1,301.9,109,20
685,3,4,1,308.3,108,27
686,3,4,1,312.6,108,29
687,3,4,1,318.5,111,28
688,3,4,1,322.7,104,31
689,3,4,1,325.2,108,29
690,3,4,1,328.6,104,30
691,3,4,1,336.6,115,35
692,3,4,1,339.8,111,42
693,3,4,1,346.0,104,45
694,3,4,1,353.5,102,48
695,3,4,1,356.1,108,49
696,3,4,1,359.0,104,42
697,3,4,1,364.0,108,37
698,3,4,1,367.6,106,42
699,3,4,1,368.6,100,1
700,3,5,0,1.7,93,23
701,3,5,0,2.9,93,33
702,3,5,0,6.1,93,33
703,3,5,0,9.9,93,50
704,3,5,0,14.7,97,19
705,3,5,0,15.3,93,43
706,3,5,0,17.4,111,15
707,3,5,0,20.0,97,21
708,3,5,0,20.8,104,37
709,3,5,0,21.3,93,34
710,3,5,0,23.3,93,20
711,3,5,0,25.6,93,59
712,3,5,0,27.1,100,42
713,3,5,0,29.3,97,57
714,3,5,0,33.3,100,32
715,3,5,0,34.0,102,62
716,3,5,0,34.0,104,20
717,3,5,0,37.6,97,82
718,3,5,0,41.3,100,47
719,3,5,0,44.7,97,56
720,3,5,0,44.7,97,22
721,3,5,0,46.7,97,45
722,3,5,0,49.2,104,51
723,3,5,0,51.1,108,45
724,3,5,0,53.2,100,35
725,3,5,0,55.7,104,50
726,3,5,0,55.7,0,1
727,3,5,0,57.9,104,18
728,3,5,0,58.4,100,37
729,3,5,0,60.8,95,2
730,3,5,0,60.8,104,15
731,3,5,0,63.3,104,27
732,3,5,0,63.3,90,5
733,3,5,0,66.4,100,33
734,3,5,0,68.1,102,40
735,3,5,0,69.9,97,27
736,3,5,0,75.0,104,31
737,3,5,0,75.0,108,18
738,3,5,0,88.0,97,41
739,3,5,0,92.8,100,38
740,3,5,0,95.6,104,26
741,3,5,0,97.9,104,20
742,3,5,0,104.5,97,27
743,3,5,0,112.3,104,32
744,3,5,0,129.2,104,30
745,3,5,0,138.9,102,30
746,3,5,0,146.5,104,22
747,3,5,0,157.2,104,27
748,3,5,0,162.1,102,36
749,3,5,0,166.4,109,20
750,3,5,0,169.9,104,47
751,3,5,0,177.4,104,41
752,3,5,0,180.2,104,17
753,3,5,0,183.9,111,22
754,3,5,0,190.6,108,31
755,3,5,0,196.0,108,30
756,3,5,0,201.1,111,15
757,3,5,0,208.9,108,25
758,3,5,0,215.6,111,33
759,3,5,0,224.9,109,26
760,3,5,0,232.2,104,42
761,3,5,0,239.4,104,23
762,3,5,0,242.5,113,20
763,3,5,0,247.2,118,15
764,3,5,0,251.4,111,28
765,3,5,0,260.3,108,25
766,3,5,0,267.4,111,11
767,3,5,0,271.4,104,20
768,3,5,0,282.7,111,15
769,3,5,0,286.6,108,20
770,3,5,0,293.0,111,18
771,3,5,0,301.9,104,19
772,3,5,0,308.3,111,22
773,3,5,0,312.6,108,24
774,3,5,0,318.5,106,28
775,3,5,0,322.7,115,35
776,3,5,0,325.2,108,35
777,3,5,0,328.6,104,25
778,3,5,0,336.6,108,27
779,3,5,0,339.8,111,45
780,3,5,0,346.0,108,51
781,3,5,0,353.5,104,42
782,3,5,0,355.9,104,40
783,3,5,0,359.0,100,36
784,3,5,0,364.0,104,35
785,3,5,0,367.6,3,1
786,3,5,0,369.6,0,0
787,3,5,0,373.6,0,0
788,3,5,1,0.5,86,13
789,3,5,1,1.7,91,16
790,3,5,1,2.9,93,19
791,3,5,1,6.1,93,26
792,3,5,1,9.9,93,14
793,3,5,1,9.9,109,6
794,3,5,1,14.7,95,24
795,3,5,1,15.3,97,21
796,3,5,1,16.3,99,12
797,3,5,1,18.2,93,28
798,3,5,1,20.6,97,18
799,3,5,1,24.8,100,73
800,3,5,1,26.4,97,63
801,3,5,1,29.3,100,68
802,3,5,1,30.5,99,14
803,3,5,1,30.5,97,16
804,3,5,1,33.4,97,8
805,3,5,1,33.9,100,88
806,3,5,1,33.9,97,28
807,3,5,1,37.6,97,45
808,3,5,1,41.3,97,53
809,3,5,1,44.7,104,23
810,3,5,1,46.7,100,41
811,3,5,1,49.2,100,30
812,3,5,1,51.1,93,41
813,3,5,1,53.2,3,2
814,3,5,1,53.2,93,66
815,3,5,1,55.7,97,48
816,3,5,1,57.8,97,25
817,3,5,1,57.8,100,13
818,3,5,1,57.9,97,20
819,3,5,1,57.9,97,24
820,3,5,1,61.0,100,25
821,3,5,1,63.3,100,33
822,3,5,1,66.4,100,39
823,3,5,1,68.1,97,20
824,3,5,1,69.9,108,25
825,3,5,1,75.0,104,44
826,3,5,1,88.0,104,45
827,3,5,1,92.8,104,49
828,3,5,1,95.0,104,46
829,3,5,1,98.0,104,38
830,3,5,1,104.5,108,26
831,3,5,1,112.3,104,31
832,3,5,1,129.2,100,39
833,3,5,1,138.9,104,32
834,3,5,1,146.5,104,41
835,3,5,1,157.2,108,31
836,3,5,1,162.1,111,30
837,3,5,1,166.4,111,40
838,3,5,1,169.9,108,32
839,3,5,1,177.4,115,21
840,3,5,1,180.2,115,24
841,3,5,1,183.9,108,30
842,3,5,1,190.6,108,29
843,3,5,1,196.0,115,31
844,3,5,1,201.1,111,40
845,3,5,1,208.9,113,26
846,3,5,1,215.6,111,22
847,3,5,1,224.9,108,21
848,3,5,1,232.2,108,20
849,3,5,1,239.4,111,19
850,3,5,1,242.5,115,17
851,3,5,1,247.2,108,23
852,3,5,1,251.4,115,19
853,3,5,1,260.3,100,13
854,3,5,1,267.4,104,22
855,3,5,1,271.4,111,18
856,3,5,1,282.7,108,18
857,3,5,1,286.6,115,21
858,3,5,1,293.0,104,23
859,3,5,1,301.9,115,22
860,3,5,1,308.3,115,20
861,3,5,1,312.6,102,24
862,3,5,1,318.5,104,31
863,3,5,1,322.7,104,37
864,3,5,1,325.2,108,24
865,3,5,1,328.6,111,21
866,3,5,1,336.6,115,32
867,3,5,1,339.8,111,36
868,3,5,1,346.0,108,46
869,3,5,1,353.5,104,58
870,3,5,1,356.1,104,51
871,3,5,1,359.0,104,44
