,星期,時間,方向,里程,車速,交通量
0,2,1,0,1.7,97,21
1,2,1,0,2.9,93,21
2,2,1,0,6.1,97,30
3,2,1,0,9.9,93,49
4,2,1,0,14.7,93,45
5,2,1,0,15.5,93,49
6,2,1,0,17.4,108,14
7,2,1,0,20.0,97,13
8,2,1,0,20.8,100,24
9,2,1,0,21.3,93,38
10,2,1,0,23.3,93,30
11,2,1,0,25.6,93,57
12,2,1,0,27.1,100,27
13,2,1,0,29.3,97,57
14,2,1,0,33.3,97,21
15,2,1,0,34.0,90,42
16,2,1,0,34.0,100,11
17,2,1,0,37.6,93,52
18,2,1,0,41.3,97,39
19,2,1,0,44.7,97,30
20,2,1,0,44.7,93,29
21,2,1,0,46.7,97,30
22,2,1,0,49.2,100,34
23,2,1,0,51.1,104,44
24,2,1,0,53.2,100,44
25,2,1,0,55.7,104,64
26,2,1,0,55.7,0,6
27,2,1,0,57.9,104,19
28,2,1,0,58.4,97,36
29,2,1,0,60.8,109,8
30,2,1,0,60.8,108,10
31,2,1,0,63.3,100,25
32,2,1,0,63.3,97,9
33,2,1,0,66.4,104,28
34,2,1,0,68.1,100,36
35,2,1,0,69.9,100,25
36,2,1,0,75.0,108,27
37,2,1,0,75.0,108,21
38,2,1,0,88.0,104,30
39,2,1,0,92.8,104,39
40,2,1,0,95.6,100,28
41,2,1,0,97.9,100,30
42,2,1,0,104.5,100,31
43,2,1,0,112.3,104,35
44,2,1,0,129.2,104,44
45,2,1,0,138.9,108,33
46,2,1,0,146.5,108,37
47,2,1,0,157.2,104,20
48,2,1,0,162.1,108,35
49,2,1,0,166.4,111,26
50,2,1,0,169.9,108,39
51,2,1,0,177.4,100,35
52,2,1,0,180.2,109,12
53,2,1,0,183.9,111,24
54,2,1,0,190.6,111,26
55,2,1,0,196.0,111,33
56,2,1,0,201.1,115,28
57,2,1,0,208.9,118,33
58,2,1,0,215.6,111,24
59,2,1,0,224.9,111,23
60,2,1,0,232.2,108,30
61,2,1,0,239.4,108,33
62,2,1,0,242.5,111,26
63,2,1,0,247.2,111,25
64,2,1,0,251.4,111,24
65,2,1,0,260.3,111,23
66,2,1,0,267.4,104,10
67,2,1,0,271.4,111,17
68,2,1,0,282.7,115,13
69,2,1,0,286.6,108,25
70,2,1,0,293.0,111,21
71,2,1,0,301.9,111,26
72,2,1,0,308.3,104,11
73,2,1,0,312.6,108,30
74,2,1,0,318.5,106,36
75,2,1,0,322.7,108,25
76,2,1,0,325.2,108,27
77,2,1,0,328.6,108,20
78,2,1,0,336.6,100,20
79,2,1,0,339.8,115,46
80,2,1,0,346.0,108,58
81,2,1,0,353.5,0,0
82,2,1,0,355.9,0,0
83,2,1,0,359.0,100,44
84,2,1,0,364.0,104,57
85,2,1,0,367.6,108,33
86,2,1,0,369.6,100,37
87,2,1,0,373.6,90,3
88,2,1,1,0.5,93,13
89,2,1,1,1.7,86,18
90,2,1,1,2.9,93,23
91,2,1,1,6.1,97,26
92,2,1,1,9.9,90,13
93,2,1,1,9.9,93,3
94,2,1,1,14.7,90,17
95,2,1,1,15.5,93,21
96,2,1,1,16.3,97,7
97,2,1,1,18.2,97,35
98,2,1,1,20.6,108,27
99,2,1,1,24.8,100,67
100,2,1,1,26.4,100,65
101,2,1,1,29.3,102,56
102,2,1,1,30.5,104,12
103,2,1,1,30.5,104,8
104,2,1,1,33.4,104,15
105,2,1,1,33.9,100,87
106,2,1,1,33.9,100,22
107,2,1,1,37.6,97,56
108,2,1,1,41.3,100,53
109,2,1,1,44.7,104,20
110,2,1,1,46.7,104,43
111,2,1,1,49.2,104,47
112,2,1,1,51.1,100,32
113,2,1,1,53.2,5,6
114,2,1,1,53.2,100,58
115,2,1,1,55.7,100,31
116,2,1,1,57.8,100,35
117,2,1,1,57.8,100,9
118,2,1,1,57.9,100,19
119,2,1,1,57.9,99,20
120,2,1,1,61.0,100,22
121,2,1,1,63.3,100,43
122,2,1,1,66.4,100,41
123,2,1,1,68.1,93,17
124,2,1,1,69.9,100,18
125,2,1,1,75.0,104,45
126,2,1,1,88.0,104,54
127,2,1,1,92.8,108,36
128,2,1,1,95.0,104,41
129,2,1,1,98.0,104,38
130,2,1,1,104.5,108,39
131,2,1,1,112.3,108,33
132,2,1,1,129.2,104,34
133,2,1,1,138.9,106,38
134,2,1,1,146.5,108,31
135,2,1,1,157.2,111,28
136,2,1,1,162.1,108,22
137,2,1,1,166.4,108,31
138,2,1,1,169.9,108,43
139,2,1,1,177.4,111,19
140,2,1,1,180.2,108,33
141,2,1,1,183.9,104,27
142,2,1,1,190.6,108,18
143,2,1,1,196.0,111,28
144,2,1,1,201.1,111,35
145,2,1,1,208.9,111,29
146,2,1,1,215.6,111,22
147,2,1,1,224.9,111,30
148,2,1,1,232.2,111,30
149,2,1,1,239.4,111,29
150,2,1,1,242.5,111,22
151,2,1,1,247.2,108,27
152,2,1,1,251.4,108,16
153,2,1,1,260.3,111,13
154,2,1,1,267.4,108,18
155,2,1,1,271.4,108,16
156,2,1,1,282.7,108,24
157,2,1,1,286.6,108,24
158,2,1,1,293.0,111,23
159,2,1,1,301.9,111,27
160,2,1,1,308.3,111,39
161,2,1,1,312.6,104,28
162,2,1,1,318.5,108,29
163,2,1,1,322.7,109,18
164,2,1,1,325.2,108,26
165,2,1,1,328.6,104,26
166,2,1,1,336.6,115,35
167,2,1,1,339.8,111,29
168,2,1,1,346.0,0,0
169,2,1,1,353.5,0,0
170,2,1,1,356.1,0,0
171,2,1,1,359.0,0,0
172,2,1,1,364.0,104,37
173,2,1,1,367.6,100,34
174,2,1,1,368.6,111,1
175,2,2,0,1.7,91,20
176,2,2,0,2.9,90,30
177,2,2,0,6.1,93,37
178,2,2,0,9.9,93,52
179,2,2,0,14.7,97,32
180,2,2,0,15.5,93,65
181,2,2,0,17.4,109,10
182,2,2,0,20.0,97,16
183,2,2,0,20.8,100,26
184,2,2,0,21.3,97,44
185,2,2,0,23.3,93,31
186,2,2,0,25.6,93,47
187,2,2,0,27.1,97,29
188,2,2,0,29.3,100,42
189,2,2,0,33.3,97,25
190,2,2,0,34.0,91,52
191,2,2,0,34.0,97,7
192,2,2,0,37.6,97,62
193,2,2,0,41.3,102,22
194,2,2,0,44.7,97,46
195,2,2,0,44.7,97,15
196,2,2,0,46.7,100,36
197,2,2,0,49.2,100,42
198,2,2,0,51.1,106,40
199,2,2,0,53.2,100,33
200,2,2,0,55.7,100,50
201,2,2,0,55.7,0,4
202,2,2,0,57.9,104,23
203,2,2,0,58.4,100,38
204,2,2,0,60.8,100,8
205,2,2,0,60.8,99,20
206,2,2,0,63.3,108,28
207,2,2,0,63.3,95,6
208,2,2,0,66.4,100,29
209,2,2,0,68.1,104,27
210,2,2,0,69.9,100,20
211,2,2,0,75.0,102,24
212,2,2,0,75.0,104,22
213,2,2,0,88.0,97,46
214,2,2,0,92.8,100,41
215,2,2,0,95.6,104,29
216,2,2,0,97.9,108,25
217,2,2,0,104.5,100,29
218,2,2,0,112.3,104,45
219,2,2,0,129.2,104,34
220,2,2,0,138.9,106,30
221,2,2,0,146.5,104,31
222,2,2,0,157.2,100,37
223,2,2,0,162.1,108,31
224,2,2,0,166.4,109,32
225,2,2,0,169.9,108,25
226,2,2,0,177.4,108,19
227,2,2,0,180.2,111,25
228,2,2,0,183.9,111,23
229,2,2,0,190.6,108,28
230,2,2,0,196.0,115,19
231,2,2,0,201.1,111,21
