,時間,里程,方向,5_車種,31_車種,32_車種,41_車種,42_車種,5_交通量,31_交通量,32_交通量,41_交通量,42_交通量,5_車速,31_車速,32_車速,41_車速,42_車速
3461,20,164.25,1,5,31,32,41,42,14,15,5,0,5,5,5,5,0,5
3462,20,168.15,1,5,31,32,41,42,13,24,4,0,9,5,5,5,0,5
3463,20,173.65,1,5,31,32,41,42,11,17,2,2,10,5,5,5,5,5
3464,20,178.8,1,5,31,32,41,42,11,10,4,0,10,5,5,5,0,5
3465,20,182.05,1,5,31,32,41,42,10,14,6,1,9,5,5,5,5,5
3466,20,187.25,1,5,31,32,41,42,5,21,2,2,11,5,5,5,5,5
3467,20,193.3,1,5,31,32,41,42,9,14,2,2,10,5,5,5,5,5
3468,20,198.55,1,5,31,32,41,42,17,20,4,2,17,5,5,5,5,5
3469,20,205.0,1,5,31,32,41,42,13,19,10,1,12,5,5,5,5,5
3470,20,212.25,1,5,31,32,41,42,9,19,8,0,15,5,5,5,0,5
3471,20,220.25,1,5,31,32,41,42,15,16,2,0,7,5,5,5,0,5
3472,20,228.55,1,5,31,32,41,42,14,21,6,0,10,5,5,5,0,5
3473,20,235.8,1,5,31,32,41,42,22,15,6,2,8,5,5,5,5,5
3474,20,240.95,1,5,31,32,41,42,18,11,4,2,8,5,5,5,5,5
3475,20,244.85,1,5,31,32,41,42,20,13,6,3,10,5,5,5,5,5
3476,20,249.3,1,5,31,32,41,42,10,17,6,1,12,5,5,5,5,5
3477,20,255.85,1,5,31,32,41,42,10,19,2,0,14,5,5,5,0,5
3478,20,263.85,1,5,31,32,41,42,8,5,4,0,9,4,5,5,0,5
3479,20,269.4,1,5,31,32,41,42,9,8,5,2,8,4,5,5,5,5
3480,20,277.05,1,5,31,32,41,42,8,10,3,0,7,5,5,5,0,5
3481,20,284.65,1,5,31,32,41,42,7,14,4,0,5,5,5,5,0,5
3482,20,289.8,1,5,31,32,41,42,11,10,3,0,10,5,5,5,0,5
3483,20,297.45,1,5,31,32,41,42,11,8,7,1,5,5,5,5,5,5
3484,20,305.1,1,5,31,32,41,42,11,17,2,2,5,5,5,5,5,5
3485,20,310.45,1,5,31,32,41,42,6,24,2,0,8,5,5,5,0,5
3486,20,315.55,1,5,31,32,41,42,4,29,1,1,1,5,5,5,5,5
3487,20,320.6,1,5,31,32,41,42,7,23,0,1,4,4,5,0,5,5
3488,20,323.95,1,5,31,32,41,42,9,19,3,0,4,5,5,5,0,5
3489,20,326.9,1,5,31,32,41,42,13,12,3,0,1,4,5,5,0,5
3490,20,332.6,1,5,31,32,41,42,5,20,3,1,6,5,5,5,5,5
3491,20,338.2,1,5,31,32,41,42,6,27,5,1,3,5,5,5,5,5
3492,20,342.9,1,5,31,32,41,42,5,15,8,1,1,5,5,5,5,5
3493,20,349.75,1,5,31,32,41,42,6,19,5,1,5,5,5,5,5,5
3494,20,354.8,1,5,31,32,41,42,5,25,10,0,6,5,5,5,0,5
3495,20,357.55,1,5,31,32,41,42,5,23,6,0,8,4,5,5,0,5
3496,20,361.5,1,5,31,32,41,42,7,22,5,0,5,4,5,5,0,5
3497,20,365.8,1,5,31,32,41,42,6,14,6,0,0,5,5,5,0,0
3498,20,368.1,1,5,31,32,41,42,8,12,7,0,0,5,5,5,0,0
3499,20,371.1,1,5,31,32,41,42,0,1,0,0,0,0,2,0,0,0
3500,21,1.1,0,5,31,32,41,42,0,11,8,0,1,0,5,5,0,5
3501,21,2.3,0,5,31,32,41,42,0,11,8,0,2,0,5,5,0,5
3502,21,4.5,0,5,31,32,41,42,0,12,5,0,3,0,5,5,0,5
3503,21,8.0,0,5,31,32,41,42,3,23,7,0,9,4,5,5,0,4
3504,21,12.3,0,5,31,32,41,42,2,11,8,0,4,5,5,5,0,5
3505,21,13.65,0,5,31,32,41,42,0,3,1,0,0,0,5,5,0,0
3506,21,15.1,0,5,31,32,41,42,3,33,19,0,9,5,5,5,0,5
3507,21,18.4,0,5,31,32,41,42,4,33,9,0,9,5,5,5,0,5
3508,21,18.7,0,5,31,32,41,42,0,6,9,0,0,0,5,5,0,0
3509,21,20.4,0,5,31,32,41,42,0,17,7,0,1,0,5,5,0,4
3510,21,22.3,0,5,31,32,41,42,4,15,5,0,9,5,5,5,0,5
3511,21,23.95,0,5,31,32,41,42,0,23,7,0,1,0,5,5,0,4
3512,21,24.45,0,5,31,32,41,42,2,39,9,0,6,4,5,5,0,5
3513,21,27.45,0,5,31,32,41,42,4,35,9,1,9,4,5,5,4,5
3514,21,30.2,0,5,31,32,41,42,0,18,2,1,0,0,5,5,5,0
3515,21,30.55,0,5,31,32,41,42,0,7,4,0,0,0,5,5,0,0
3516,21,31.65,0,5,31,32,41,42,3,34,8,1,4,5,5,5,5,5
3517,21,35.8,0,5,31,32,41,42,8,45,12,2,8,5,5,5,5,5
3518,21,39.0,0,5,31,32,41,42,0,11,3,1,0,0,5,5,5,0
3519,21,39.35,0,5,31,32,41,42,0,20,2,0,0,0,5,5,0,0
3520,21,39.45,0,5,31,32,41,42,5,27,3,1,7,5,5,5,5,5
3521,21,44.0,0,5,31,32,41,42,4,30,4,0,6,4,5,4,0,4
3522,21,47.95,0,5,31,32,41,42,3,24,10,0,2,4,5,5,0,5
3523,21,50.15,0,5,31,32,41,42,4,25,12,0,6,5,5,5,0,5
3524,21,51.3,0,5,31,32,41,42,0,13,5,2,0,0,5,5,5,0
3525,21,52.15,0,5,31,32,41,42,7,28,9,0,4,5,5,5,0,5
3526,21,54.45,0,5,31,32,41,42,13,48,10,0,8,5,5,5,0,5
3527,21,55.7,0,5,31,32,41,42,0,7,1,0,0,0,0,0,0,0
3528,21,57.05,0,5,31,32,41,42,10,30,6,0,8,5,5,5,0,5
3529,21,59.35,0,5,31,32,41,42,0,7,1,0,0,0,5,5,0,0
3530,21,59.6,0,5,31,32,41,42,0,4,0,0,0,0,5,0,0,0
3531,21,60.6,0,5,31,32,41,42,0,4,0,0,0,0,5,0,0,0
3532,21,60.85,0,5,31,32,41,42,11,17,6,0,10,5,5,5,0,5
3533,21,64.85,0,5,31,32,41,42,6,20,4,0,12,5,5,5,0,5
3534,21,67.25,0,5,31,32,41,42,12,22,5,0,13,5,5,5,0,5
3535,21,67.9,0,5,31,32,41,42,0,7,0,0,0,0,5,0,0,0
3536,21,69.0,0,5,31,32,41,42,11,21,5,0,9,5,5,5,0,5
3537,21,72.45,0,5,31,32,41,42,10,19,6,0,9,5,5,5,0,5
3538,21,81.5,0,5,31,32,41,42,11,24,6,2,8,5,5,5,5,5
3539,21,90.4,0,5,31,32,41,42,15,25,0,0,7,5,5,0,0,5
3540,21,94.2,0,5,31,32,41,42,13,21,5,0,8,5,5,5,0,5
3541,21,96.75,0,5,31,32,41,42,11,22,5,1,7,5,5,5,5,5
3542,21,101.2,0,5,31,32,41,42,6,23,3,1,4,5,5,4,5,5
3543,21,108.4,0,5,31,32,41,42,9,18,7,0,8,5,5,5,0,5
3544,21,120.75,0,5,31,32,41,42,6,21,4,1,5,4,5,5,5,5
3545,21,134.05,0,5,31,32,41,42,11,14,5,2,13,5,5,5,5,5
3546,21,142.7,0,5,31,32,41,42,11,11,0,2,9,5,5,0,5,5
3547,21,151.85,0,5,31,32,41,42,5,15,6,0,6,4,5,5,0,4
3548,21,159.65,0,5,31,32,41,42,10,17,2,2,6,5,5,5,3,5
3549,21,164.25,0,5,31,32,41,42,17,20,3,1,4,5,5,5,5,5
3550,21,168.15,0,5,31,32,41,42,13,27,7,0,8,5,5,5,0,5
3551,21,173.65,0,5,31,32,41,42,12,23,8,1,12,5,5,5,5,5
3552,21,178.8,0,5,31,32,41,42,11,13,6,2,5,5,5,5,3,5
3553,21,182.05,0,5,31,32,41,42,11,21,3,1,3,5,5,5,5,4
3554,21,187.25,0,5,31,32,41,42,9,13,2,1,8,5,5,5,5,4
3555,21,193.3,0,5,31,32,41,42,8,17,4,0,2,5,5,5,0,5
3556,21,198.55,0,5,31,32,41,42,16,19,7,0,4,5,5,5,0,5
3557,21,205.0,0,5,31,32,41,42,24,11,13,1,5,5,5,5,4,5
3558,21,212.25,0,5,31,32,41,42,16,23,8,0,11,5,5,5,0,5
3559,21,220.25,0,5,31,32,41,42,18,12,7,4,7,4,5,5,5,4
3560,21,228.55,0,5,31,32,41,42,14,14,3,1,6,5,5,5,5,5
3561,21,235.8,0,5,31,32,41,42,19,6,5,1,4,5,5,5,5,5
3562,21,240.95,0,5,31,32,41,42,10,8,5,0,3,5,5,5,0,5
3563,21,244.85,0,5,31,32,41,42,11,9,4,0,3,4,5,5,0,4
3564,21,249.3,0,5,31,32,41,42,13,12,7,1,4,5,5,5,5,5
3565,21,255.85,0,5,31,32,41,42,14,14,7,1,8,4,5,5,5,5
3566,21,263.85,0,5,31,32,41,42,16,6,3,0,9,5,5,5,0,5
3567,21,269.4,0,5,31,32,41,42,10,7,3,1,10,5,5,5,5,5
3568,21,277.05,0,5,31,32,41,42,15,4,1,0,10,4,5,5,0,4
3569,21,284.65,0,5,31,32,41,42,11,12,5,0,4,5,5,5,0,5
3570,21,289.8,0,5,31,32,41,42,13,10,6,0,5,5,5,5,0,5
3571,21,297.45,0,5,31,32,41,42,14,14,6,0,9,5,5,5,0,5
3572,21,305.1,0,5,31,32,41,42,11,13,5,0,4,5,5,5,0,5
3573,21,310.45,0,5,31,32,41,42,8,17,3,2,8,5,5,5,5,5
3574,21,315.55,0,5,31,32,41,42,14,19,2,2,10,5,5,5,5,5
3575,21,320.6,0,5,31,32,41,42,6,14,4,0,4,5,5,5,0,5
3576,21,323.95,0,5,31,32,41,42,2,13,3,0,6,5,5,5,0,5
3577,21,326.9,0,5,31,32,41,42,3,8,2,0,5,5,5,5,0,5
3578,21,332.6,0,5,31,32,41,42,8,7,5,0,3,5,5,5,0,5
3579,21,338.2,0,5,31,32,41,42,5,22,3,0,2,5,5,5,0,5
3580,21,342.9,0,5,31,32,41,42,7,21,3,1,2,5,5,5,5,5
3581,21,349.75,0,5,31,32,41,42,6,18,8,2,3,4,5,5,5,5
3582,21,354.7,0,5,31,32,41,42,2,15,4,0,2,5,5,5,0,5
3583,21,357.45,0,5,31,32,41,42,1,13,3,0,3,5,5,5,0,5
3584,21,361.5,0,5,31,32,41,42,4,18,1,0,7,5,5,5,0,5
3585,21,365.8,0,5,31,32,41,42,9,19,5,0,4,5,5,5,0,5
3586,21,368.6,0,5,31,32,41,42,8,10,3,0,3,4,5,5,0,4
3587,21,371.6,0,5,31,32,41,42,1,0,1,0,0,5,0,5,0,0
3588,21,1.1,1,5,31,32,41,42,0,11,6,0,0,0,5,5,0,0
3589,21,2.3,1,5,31,32,41,42,1,14,7,0,1,5,5,5,0,5
3590,21,4.5,1,5,31,32,41,42,1,24,4,0,1,5,5,5,0,5
3591,21,8.0,1,5,31,32,41,42,4,17,7,0,1,4,5,5,0,4
3592,21,12.3,1,5,31,32,41,42,2,11,7,0,3,5,5,5,0,5
3593,21,13.1,1,5,31,32,41,42,0,9,2,0,0,0,5,5,0,0
3594,21,15.1,1,5,31,32,41,42,3,20,10,0,5,5,5,5,0,5
3595,21,16.85,1,5,31,32,41,42,1,15,7,0,4,4,5,5,0,5
3596,21,18.45,1,5,31,32,41,42,0,14,5,0,0,0,5,5,0,0
3597,21,21.5,1,5,31,32,41,42,3,19,5,0,4,5,5,5,0,5
3598,21,25.55,1,5,31,32,41,42,0,18,3,0,0,0,5,5,0,0
3599,21,25.6,1,5,31,32,41,42,5,36,6,0,4,5,5,5,0,5
3600,21,27.85,1,5,31,32,41,42,3,30,3,0,4,5,5,5,0,5
3601,21,31.6,1,5,31,32,41,42,1,27,3,1,5,5,5,5,5,5
3602,21,31.95,1,5,31,32,41,42,0,6,2,0,0,0,5,5,0,0
3603,21,32.2,1,5,31,32,41,42,0,6,2,0,0,0,5,3,0,0
3604,21,35.75,1,5,31,32,41,42,5,57,12,2,10,5,5,5,5,5
3605,21,39.05,1,5,31,32,41,42,0,7,1,0,0,0,5,5,0,0
3606,21,39.3,1,5,31,32,41,42,0,11,4,0,0,0,5,5,0,0
3607,21,39.45,1,5,31,32,41,42,6,40,7,2,3,4,5,5,5,4
3608,21,44.0,1,5,31,32,41,42,8,34,7,1,4,5,5,5,5,5
3609,21,47.95,1,5,31,32,41,42,7,30,8,0,6,5,5,5,0,5
3610,21,50.15,1,5,31,32,41,42,6,31,7,0,6,5,5,5,0,5
3611,21,51.3,1,5,31,32,41,42,0,11,1,0,0,0,5,5,0,0
3612,21,52.15,1,5,31,32,41,42,5,22,7,0,5,5,5,5,0,5
3613,21,53.2,1,5,31,32,41,42,1,2,1,0,1,2,1,1,0,1
3614,21,54.45,1,5,31,32,41,42,14,37,5,0,8,5,5,5,0,5
3615,21,56.75,1,5,31,32,41,42,14,28,5,0,7,5,5,5,0,5
3616,21,59.4,1,5,31,32,41,42,0,1,2,0,0,0,5,5,0,0
3617,21,59.45,1,5,31,32,41,42,0,8,1,0,0,0,5,5,0,0
3618,21,60.55,1,5,31,32,41,42,11,19,3,0,11,5,5,5,0,5
3619,21,60.6,1,5,31,32,41,42,0,8,0,0,0,0,5,0,0,0
3620,21,64.85,1,5,31,32,41,42,10,18,6,0,12,5,5,5,0,5
3621,21,67.25,1,5,31,32,41,42,10,25,4,0,12,5,5,5,0,5
3622,21,68.0,1,5,31,32,41,42,0,12,2,1,0,0,5,5,5,0
3623,21,69.0,1,5,31,32,41,42,10,9,2,0,12,5,5,5,0,5
3624,21,72.45,1,5,31,32,41,42,16,12,6,0,14,5,5,5,0,5
3625,21,81.5,1,5,31,32,41,42,13,27,4,3,9,5,5,5,5,5
3626,21,90.4,1,5,31,32,41,42,12,26,2,3,13,5,5,5,5,5
3627,21,93.9,1,5,31,32,41,42,19,20,3,2,12,5,5,4,5,5
3628,21,96.5,1,5,31,32,41,42,19,10,2,1,16,5,5,5,5,5
3629,21,101.25,1,5,31,32,41,42,10,13,1,0,14,5,5,5,0,5
3630,21,108.4,1,5,31,32,41,42,12,17,2,1,13,5,5,5,5,5
3631,21,120.75,1,5,31,32,41,42,7,13,3,1,12,5,5,5,5,5
3632,21,134.05,1,5,31,32,41,42,12,13,8,1,9,5,5,5,5,5
3633,21,142.7,1,5,31,32,41,42,9,16,8,4,8,5,5,5,5,5
3634,21,151.85,1,5,31,32,41,42,15,27,3,0,12,5,5,5,0,5
3635,21,159.65,1,5,31,32,41,42,11,19,2,1,11,5,5,5,5,5
3636,21,164.25,1,5,31,32,41,42,6,14,2,1,9,5,5,5,5,5
3637,21,168.15,1,5,31,32,41,42,9,18,4,1,7,5,5,5,5,5
3638,21,173.65,1,5,31,32,41,42,5,17,7,0,8,4,5,5,0,5
3639,21,178.8,1,5,31,32,41,42,5,19,5,0,11,5,5,5,0,5
3640,21,182.05,1,5,31,32,41,42,9,20,4,0,7,5,5,5,0,5
3641,21,187.25,1,5,31,32,41,42,10,17,4,0,8,5,5,5,0,5
3642,21,193.3,1,5,31,32,41,42,7,17,5,1,11,5,5,5,5,5
3643,21,198.55,1,5,31,32,41,42,17,15,4,1,7,5,5,5,5,5
3644,21,205.0,1,5,31,32,41,42,19,18,7,2,17,5,5,5,5,5
3645,21,212.25,1,5,31,32,41,42,17,17,8,1,13,5,5,5,5,5
3646,21,220.25,1,5,31,32,41,42,13,16,8,0,14,4,5,5,0,5
3647,21,228.55,1,5,31,32,41,42,13,16,3,0,7,5,5,5,0,5
3648,21,235.8,1,5,31,32,41,42,14,21,6,0,10,5,5,5,0,5
3649,21,240.95,1,5,31,32,41,42,18,18,8,1,4,5,5,5,5,5
3650,21,244.85,1,5,31,32,41,42,19,16,7,1,6,5,5,5,5,5
3651,21,249.3,1,5,31,32,41,42,21,10,7,2,6,5,5,5,5,5
3652,21,255.85,1,5,31,32,41,42,10,15,6,1,9,5,5,5,5,5
3653,21,263.85,1,5,31,32,41,42,12,18,2,0,15,5,5,5,0,5
3654,21,269.4,1,5,31,32,41,42,12,15,3,0,17,5,5,5,0,5
3655,21,277.05,1,5,31,32,41,42,7,7,2,2,13,5,5,5,5,5
3656,21,284.65,1,5,31,32,41,42,9,11,2,1,6,5,5,3,5,5
3657,21,289.8,1,5,31,32,41,42,10,14,3,0,6,5,5,5,0,5
3658,21,297.45,1,5,31,32,41,42,12,14,1,1,10,5,5,5,5,5
3659,21,305.1,1,5,31,32,41,42,9,10,7,1,6,5,5,5,2,5
3660,21,310.45,1,5,31,32,41,42,7,12,3,3,6,5,5,5,5,5
3661,21,315.55,1,5,31,32,41,42,7,21,1,1,5,5,5,5,5,5
3662,21,320.6,1,5,31,32,41,42,10,22,1,0,4,5,5,5,0,5
3663,21,323.95,1,5,31,32,41,42,11,22,1,0,2,5,5,5,0,5
3664,21,326.9,1,5,31,32,41,42,12,20,1,0,5,5,5,5,0,5
3665,21,332.6,1,5,31,32,41,42,10,11,5,0,6,5,5,5,0,5
3666,21,338.2,1,5,31,32,41,42,4,12,3,0,6,5,5,5,0,5
3667,21,342.9,1,5,31,32,41,42,6,24,5,1,6,5,5,5,5,5
3668,21,349.75,1,5,31,32,41,42,3,14,4,0,2,5,5,5,0,3
3669,21,354.8,1,5,31,32,41,42,4,20,11,0,4,5,5,5,0,5
3670,21,357.55,1,5,31,32,41,42,4,19,12,0,5,5,5,5,0,5
3671,21,361.5,1,5,31,32,41,42,6,20,4,1,4,5,5,4,5,5
3672,21,365.8,1,5,31,32,41,42,5,20,7,0,2,5,5,5,0,5
3673,21,368.1,1,5,31,32,41,42,4,21,8,0,2,5,5,5,0,5
3674,21,371.1,1,5,31,32,41,42,0,0,0,0,0,0,0,0,0,0
3675,22,1.1,0,5,31,32,41,42,0,15,9,0,0,0,5,5,0,0
3676,22,2.3,0,5,31,32,41,42,0,18,9,0,2,0,5,5,0,4
3677,22,4.5,0,5,31,32,41,42,0,17,10,0,5,0,5,5,0,5
3678,22,8.0,0,5,31,32,41,42,3,21,18,0,3,5,5,5,0,4
3679,22,12.3,0,5,31,32,41,42,6,15,12,0,5,5,5,5,0,5
3680,22,13.65,0,5,31,32,41,42,0,3,8,0,0,0,5,5,0,0
3681,22,15.1,0,5,31,32,41,42,4,19,7,0,7,5,5,5,0,5
3682,22,18.4,0,5,31,32,41,42,3,13,6,0,5,5,5,5,0,5
3683,22,18.7,0,5,31,32,41,42,0,9,9,0,0,0,5,5,0,0
3684,22,20.4,0,5,31,32,41,42,0,11,9,1,0,0,5,5,5,0
3685,22,22.3,0,5,31,32,41,42,3,13,5,0,2,5,5,5,0,5
3686,22,23.95,0,5,31,32,41,42,0,17,9,1,0,0,5,5,5,0
3687,22,24.45,0,5,31,32,41,42,2,34,8,1,6,5,5,5,5,4
3688,22,27.45,0,5,31,32,41,42,3,31,4,1,5,5,5,5,5,4
3689,22,30.2,0,5,31,32,41,42,0,10,5,0,0,0,5,5,0,0
3690,22,30.55,0,5,31,32,41,42,0,9,1,1,0,0,5,5,5,0
3691,22,31.65,0,5,31,32,41,42,2,20,3,1,6,5,5,5,5,5
3692,22,35.8,0,5,31,32,41,42,9,47,8,0,9,5,5,5,0,5
3693,22,39.0,0,5,31,32,41,42,0,9,4,0,0,0,5,5,0,0
3694,22,39.35,0,5,31,32,41,42,0,25,2,3,0,0,5,5,5,0
3695,22,39.45,0,5,31,32,41,42,2,28,9,0,4,5,5,5,0,5
3696,22,44.0,0,5,31,32,41,42,3,23,9,1,5,4,5,5,5,5
3697,22,47.95,0,5,31,32,41,42,9,19,8,0,9,5,5,5,0,5
3698,22,50.15,0,5,31,32,41,42,8,20,7,0,10,5,5,5,0,5
3699,22,51.3,0,5,31,32,41,42,0,11,2,2,0,0,5,5,5,0
3700,22,52.15,0,5,31,32,41,42,5,19,3,1,12,5,5,5,5,5
3701,22,54.45,0,5,31,32,41,42,3,26,7,1,15,5,5,5,1,5
3702,22,55.7,0,5,31,32,41,42,0,5,2,0,0,0,0,0,0,0
3703,22,57.05,0,5,31,32,41,42,6,25,7,0,11,5,5,5,0,5
3704,22,59.35,0,5,31,32,41,42,0,9,1,1,0,0,5,5,5,0
3705,22,59.6,0,5,31,32,41,42,0,8,2,1,0,0,5,5,5,0
3706,22,60.6,0,5,31,32,41,42,0,0,0,0,0,0,0,0,0,0
3707,22,60.85,0,5,31,32,41,42,8,19,4,1,8,5,5,5,1,5
3708,22,64.85,0,5,31,32,41,42,10,20,3,1,6,5,5,5,5,5
3709,22,67.25,0,5,31,32,41,42,9,14,8,2,8,5,5,5,5,5
3710,22,67.9,0,5,31,32,41,42,0,12,5,2,0,0,5,5,5,0
3711,22,69.0,0,5,31,32,41,42,9,13,5,2,8,5,5,5,5,5
3712,22,72.45,0,5,31,32,41,42,11,18,5,2,9,5,5,5,5,5
3713,22,81.5,0,5,31,32,41,42,7,22,3,1,10,5,5,5,5,5
3714,22,90.4,0,5,31,32,41,42,12,25,12,1,6,5,5,5,5,5
3715,22,94.2,0,5,31,32,41,42,11,25,1,1,7,5,5,5,5,5
3716,22,96.75,0,5,31,32,41,42,14,17,4,0,10,5,5,5,0,5
3717,22,101.2,0,5,31,32,41,42,10,15,7,1,7,5,5,5,5,5
3718,22,108.4,0,5,31,32,41,42,7,19,2,1,4,5,5,5,5,5
3719,22,120.75,0,5,31,32,41,42,7,15,1,3,6,5,5,5,5,5
3720,22,134.05,0,5,31,32,41,42,11,8,2,1,8,5,5,5,5,5
3721,22,142.7,0,5,31,32,41,42,5,14,8,0,5,5,5,5,0,5
3722,22,151.85,0,5,31,32,41,42,9,16,5,0,14,4,5,5,0,4
3723,22,159.65,0,5,31,32,41,42,14,15,7,0,6,5,5,5,0,5
3724,22,164.25,0,5,31,32,41,42,12,19,6,1,10,5,5,5,5,5
3725,22,168.15,0,5,31,32,41,42,19,17,7,2,9,5,5,5,5,5
3726,22,173.65,0,5,31,32,41,42,11,22,6,2,7,5,5,5,5,5
3727,22,178.8,0,5,31,32,41,42,9,10,3,0,5,5,5,5,0,5
3728,22,182.05,0,5,31,32,41,42,7,17,5,0,7,5,5,5,0,4
3729,22,187.25,0,5,31,32,41,42,8,18,4,0,2,5,5,5,0,5
3730,22,193.3,0,5,31,32,41,42,9,12,8,2,4,5,5,5,5,5
3731,22,198.55,0,5,31,32,41,42,21,16,8,1,10,5,5,5,5,5
3732,22,205.0,0,5,31,32,41,42,15,24,6,1,15,5,5,5,5,5
3733,22,212.25,0,5,31,32,41,42,17,10,6,4,11,5,5,5,5,5
3734,22,220.25,0,5,31,32,41,42,17,14,4,1,11,4,5,5,5,4
3735,22,228.55,0,5,31,32,41,42,20,6,2,1,5,5,5,4,5,5
3736,22,235.8,0,5,31,32,41,42,13,11,4,0,4,5,5,5,0,5
3737,22,240.95,0,5,31,32,41,42,13,9,3,1,5,5,5,5,5,5
3738,22,244.85,0,5,31,32,41,42,11,11,3,1,5,4,5,5,5,4
3739,22,249.3,0,5,31,32,41,42,13,13,3,0,7,4,5,5,0,5
3740,22,255.85,0,5,31,32,41,42,19,6,2,0,9,5,5,5,0,5
3741,22,263.85,0,5,31,32,41,42,9,6,1,1,8,5,5,5,5,5
3742,22,269.4,0,5,31,32,41,42,20,10,5,1,9,5,5,5,5,5
3743,22,277.05,0,5,31,32,41,42,11,10,5,1,8,4,5,5,5,4
3744,22,284.65,0,5,31,32,41,42,15,10,5,0,9,5,5,5,0,5
3745,22,289.8,0,5,31,32,41,42,13,11,3,1,8,5,5,5,1,5
3746,22,297.45,0,5,31,32,41,42,13,11,4,0,6,5,5,5,0,5
3747,22,305.1,0,5,31,32,41,42,8,15,3,3,8,5,5,5,5,5
3748,22,310.45,0,5,31,32,41,42,12,14,4,0,5,5,5,5,0,5
3749,22,315.55,0,5,31,32,41,42,4,12,3,1,4,4,5,5,5,5
3750,22,320.6,0,5,31,32,41,42,3,13,2,0,3,5,5,5,0,5
3751,22,323.95,0,5,31,32,41,42,10,18,6,0,2,5,5,5,0,5
3752,22,326.9,0,5,31,32,41,42,9,15,5,0,3,4,5,5,0,4
3753,22,332.6,0,5,31,32,41,42,6,15,3,0,3,5,5,5,0,5
3754,22,338.2,0,5,31,32,41,42,9,16,4,2,5,5,5,5,5,5
3755,22,342.9,0,5,31,32,41,42,6,14,6,1,4,5,5,5,5,5
3756,22,349.75,0,5,31,32,41,42,5,13,3,1,3,4,5,5,5,5
3757,22,354.7,0,5,31,32,41,42,4,16,5,0,6,5,5,5,0,4
3758,22,357.45,0,5,31,32,41,42,6,16,5,0,7,5,5,5,0,4
3759,22,361.5,0,5,31,32,41,42,7,12,7,0,5,5,5,5,0,5
3760,22,365.8,0,5,31,32,41,42,5,12,1,0,2,5,5,5,0,5
3761,22,368.6,0,5,31,32,41,42,8,12,2,0,3,5,5,5,0,5
3762,22,371.6,0,5,31,32,41,42,0,5,0,0,0,0,5,0,0,0
3763,22,1.1,1,5,31,32,41,42,0,8,9,0,0,0,5,5,0,0
3764,22,2.3,1,5,31,32,41,42,1,11,8,0,0,5,5,5,0,0
3765,22,4.5,1,5,31,32,41,42,1,15,9,0,0,5,5,5,0,0
3766,22,8.0,1,5,31,32,41,42,5,19,8,0,1,4,5,5,0,5
3767,22,12.3,1,5,31,32,41,42,1,6,7,0,1,5,5,5,0,5
3768,22,13.1,1,5,31,32,41,42,0,2,2,0,0,0,5,5,0,0
3769,22,15.1,1,5,31,32,41,42,0,15,10,0,1,0,5,5,0,5
3770,22,16.85,1,5,31,32,41,42,3,12,7,0,3,4,5,5,0,4
3771,22,18.45,1,5,31,32,41,42,0,3,1,0,0,0,5,5,0,0
3772,22,21.5,1,5,31,32,41,42,0,18,8,0,7,0,5,5,0,4
3773,22,25.55,1,5,31,32,41,42,0,20,6,0,0,0,5,5,0,0
3774,22,25.6,1,5,31,32,41,42,0,44,12,0,7,0,5,5,0,5
3775,22,27.85,1,5,31,32,41,42,1,38,4,0,8,5,5,5,0,5
3776,22,31.6,1,5,31,32,41,42,5,26,2,0,7,5,5,5,0,5
3777,22,31.95,1,5,31,32,41,42,0,8,1,0,0,0,5,5,0,0
3778,22,32.2,1,5,31,32,41,42,0,8,3,0,0,0,5,5,0,0
3779,22,35.75,1,5,31,32,41,42,5,38,6,0,8,5,5,5,0,5
3780,22,39.05,1,5,31,32,41,42,0,6,1,0,0,0,5,5,0,0
3781,22,39.3,1,5,31,32,41,42,0,15,2,0,0,0,5,5,0,0
3782,22,39.45,1,5,31,32,41,42,3,25,6,0,10,4,5,5,0,5
3783,22,44.0,1,5,31,32,41,42,5,32,8,2,6,5,5,5,5,5
3784,22,47.95,1,5,31,32,41,42,6,22,4,1,3,5,5,5,5,4
3785,22,50.15,1,5,31,32,41,42,6,28,4,0,5,5,5,5,0,5
3786,22,51.3,1,5,31,32,41,42,0,8,2,0,0,0,5,5,0,0
3787,22,52.15,1,5,31,32,41,42,6,23,5,0,7,5,5,5,0,5
3788,22,53.2,1,5,31,32,41,42,0,4,1,0,2,0,1,1,0,1
3789,22,54.45,1,5,31,32,41,42,8,29,12,1,11,5,5,5,1,5
3790,22,56.75,1,5,31,32,41,42,5,18,6,1,7,4,5,5,4,5
3791,22,59.4,1,5,31,32,41,42,0,3,0,0,0,0,5,0,0,0
3792,22,59.45,1,5,31,32,41,42,0,6,2,0,0,0,5,5,0,0
3793,22,60.55,1,5,31,32,41,42,16,15,3,0,7,5,5,5,0,5
3794,22,60.6,1,5,31,32,41,42,0,5,2,0,0,0,5,5,0,0
3795,22,64.85,1,5,31,32,41,42,14,21,1,0,7,5,5,5,0,5
3796,22,67.25,1,5,31,32,41,42,20,22,2,0,9,5,5,5,0,5
3797,22,68.0,1,5,31,32,41,42,0,11,1,1,0,0,5,5,5,0
3798,22,69.0,1,5,31,32,41,42,15,11,3,0,15,5,5,5,0,5
3799,22,72.45,1,5,31,32,41,42,11,11,3,0,13,5,5,5,0,5
