日期,西德州,杜拜,北海布蘭特,匯率
2019/1/18,53.55,62.01,62.17,30.842
2019/1/21,53.56,61.99,62.7,30.851
2019/1/22,52.54,60.82,61.3,30.896
2019/1/23,52.39,60.41,61.02,30.892
2019/1/24,52.84,60.7,61.22,30.885
2019/1/25,53.48,61.29,61.69,30.825
2019/1/28,51.74,59.68,59.93,30.79
2019/1/29,53.02,60.98,61.02,30.811
2019/1/30,54.13,61.63,61.55,30.776
2019/1/31,53.79,62.1,62.51,30.74
2019/2/1,55.24,62.75,62.57,30.745
2019/2/4,54.52,62.8,62.67,N/A
2019/2/5,53.64,62.18,61.65,N/A
2019/2/6,53.89,62.7,62.26,N/A
2019/2/7,52.63,61.64,61.28,N/A
2019/2/8,52.7,62.15,61.72,N/A
2019/2/11,52.38,61.59,61.49,30.809
2019/2/12,53.09,63.06,62.87,30.831
2019/2/13,53.79,64.05,63.27,30.831
2019/2/14,54.35,65.07,64.63,30.833
2019/2/15,55.53,66.26,66.03,30.85
2019/2/18,N/A,66.29,66.31,30.843
2019/2/19,56.07,66.17,66.08,30.846
2019/2/20,56.85,67.27,66.98,30.824
2019/2/21,56.9,67.18,66.75,30.83
2019/2/22,56.98,67.25,66.81,30.822
2019/2/25,55.29,64.87,63.89,30.793
2019/2/26,55.35,65.56,64.85,30.783
2019/2/27,56.87,66.48,65.52,30.775
2019/2/28,57.16,66.12,65.33,N/A
2019/3/1,55.71,65.12,63.69,N/A
2019/3/4,56.55,65.53,64.25,30.83
2019/3/5,56.5,66.49,64.14,30.847
2019/3/6,56.17,66.12,64.85,30.852
2019/3/7,56.55,66.36,65.03,30.869
2019/3/8,55.72,66.05,64.46,30.902
2019/3/11,56.74,67.15,65.65,30.91
2019/3/12,56.84,67.12,65.63,30.905
2019/3/13,58.22,67.87,66.4,30.91
2019/3/14,58.54,67.34,66.13,30.901
2019/3/15,58.46,67.23,66.42,30.888
2019/3/18,59.04,67.33,67.07,30.832
2019/3/19,59.07,67.6,67.29,30.838
2019/3/20,60.07,68.3,68.46,30.833
2019/3/21,59.93,67.64,68,30.816
2019/3/22,58.82,66.92,66.91,30.806
2019/3/25,58.66,67.19,67.66,30.83
2019/3/26,59.82,67.35,67.55,30.835
2019/3/27,59.34,67.12,67.1,30.856
2019/3/28,59.24,67.3,66.99,30.856
2019/3/29,60.14,68.39,68.38,30.825
2019/4/1,61.54,68.61,69.39,30.801
2019/4/2,62.48,68.93,69.64,30.843
2019/4/3,62.41,68.9,69.48,30.817
2019/4/4,62.07,69.04,69.58,N/A
2019/4/5,63.05,69.85,70.5,N/A
2019/4/8,64.32,70.46,71.35,30.845
2019/4/9,64,70.12,71.15,30.841
2019/4/10,64.57,70.53,71.76,30.845
2019/4/11,63.56,70.06,71.03,30.866
2019/4/12,63.81,70.33,71.54,30.88
2019/4/15,63.38,70.45,71.2,30.866
2019/4/16,63.96,71.31,71.56,30.874
2019/4/17,63.69,70.86,71,30.848
2019/4/18,63.97,71.33,70.87,30.841
2019/4/22,65.61,73.01,73.22,30.856
2019/4/23,66.19,73.55,74.17,30.858
2019/4/24,65.93,73.55,73.52,30.875
2019/4/25,65.18,73.41,74.1,30.905
2019/4/26,63.24,74.45,71.28,30.907
2019/4/29,63.36,71.85,71.33,30.897
2019/4/30,63.78,70.78,72.73,30.905
2019/5/1,63.5,71.23,72.38,N/A
2019/5/2,61.7,69.97,70.96,30.905
2019/5/3,61.93,70.12,71.41,30.907
2019/5/6,62.25,69.95,71.41,30.925
2019/5/7,61.36,69.56,71.23,30.911
2019/5/8,62.08,68.79,70.74,30.92
2019/5/9,61.53,68.47,70.58,30.956
2019/5/10,61.6,69.49,71.44,30.958
2019/5/13,60.92,68.95,71.45,31.082
2019/5/14,61.77,69.59,72.02,31.128
2019/5/15,61.98,70.8,72.86,31.11
2019/5/16,62.88,71.95,74.4,31.165
2019/5/17,62.72,71.17,73.61,31.297
2019/5/20,63.07,71.1,72.75,31.385
2019/5/21,62.97,70.79,72.85,31.46
2019/5/22,61.37,69.47,71.76,31.53
2019/5/23,57.62,65.65,68.75,31.547
2019/5/24,58.39,66.24,68.85,31.52
2019/5/27,N/A,67.6,N/A,31.45
2019/5/28,58.86,67.64,70.37,31.484
2019/5/29,58.79,67.43,71.61,31.581
2019/5/30,56.42,64.67,68.86,31.61
2019/5/31,53.44,61.01,66.44,31.612
2019/6/3,53.2,59.53,62.99,31.503
2019/6/4,53.45,59.45,63.28,31.48
2019/6/5,51.52,57.89,62.13,31.39
2019/6/6,52.54,59.46,64.08,31.402
2019/6/7,53.9,60.86,64.58,N/A
2019/6/10,53.28,60.31,63.71,31.436
2019/6/11,53.25,59.76,62.86,31.436
2019/6/12,51.08,58.03,60.7,31.43
2019/6/13,52.33,59.01,62.78,31.512
2019/6/14,52.42,59.63,63,31.53
2019/6/17,51.89,58.77,61.88,31.52
2019/6/18,53.81,60.08,63.03,31.528
2019/6/19,53.69,60.41,63.2,31.35
2019/6/20,56.83,63.1,66.23,31.175
2019/6/21,57.3,63.29,65.92,31.15
2019/6/24,57.68,62.81,65.63,31.11
2019/6/25,57.6,63.77,66.69,31.115
2019/6/26,59.14,63.91,66.62,31.14
2019/6/27,59.15,64.2,66.88,31.101
2019/6/28,58.17,63.57,67.28,31.072
2019/7/1,58.88,63.09,65.16,31.002
2019/7/2,55.97,61.14,62.56,31.052
2019/7/3,57.03,61.9,64.19,31.13
2019/7/4,N/A,61.54,63.51,31.102
2019/7/5,N/A,62.67,64.53,31.107
2019/7/8,57.32,62.45,64.25,31.196
2019/7/9,57.54,63.36,65.07,31.181
2019/7/10,60.25,65.48,67.49,31.16
2019/7/11,59.9,65.07,67.38,31.026
2019/7/12,59.96,65.1,66.67,31.081
2019/7/15,59.27,64.67,66.44,31.052
2019/7/16,57.41,62.67,63.63,31.042
2019/7/17,56.47,61.95,63.04,31.075
2019/7/18,55.05,61.03,61.39,31.077
2019/7/19,55.39,61.29,61.27,31.05
2019/7/22,55.84,61.99,62.34,31.083
2019/7/23,56.55,63.13,63.86,31.091
2019/7/24,55.87,62.48,62.95,31.084
2019/7/25,55.85,62.76,63.23,31.085
2019/7/26,56.03,62.76,62.7,31.09
2019/7/29,56.85,63.31,62.82,31.102
2019/7/30,58.04,63.97,63.31,31.075
2019/7/31,58.48,63.07,63.99,31.096
2019/8/1,53.59,59.5,60.14,31.182
2019/8/2,55.62,60.37,61.02,31.376
2019/8/5,54.58,58.15,58.54,31.628
2019/8/6,53.55,57.3,57.64,31.51
2019/8/7,51.09,56.71,56.39,31.487
2019/8/8,52.55,56.66,56.29,31.363
2019/8/9,54.36,57.73,57.37,N/A
2019/8/12,54.93,57.57,57.18,31.4
2019/8/13,57,59.64,59.89,31.506
2019/8/14,55.11,57.91,58.23,31.402
2019/8/15,54.46,57.48,57.62,31.405
2019/8/16,54.78,57.71,59.09,31.366
2019/8/19,56.19,58.89,60.11,31.352
2019/8/20,56.13,59.38,59.65,31.405
2019/8/21,55.6,60.27,60.44,31.366
2019/8/22,55.28,59.63,59.98,31.384
2019/8/23,54.05,58.63,58.99,31.402
2019/8/26,53.51,58.09,58.99,31.451
2019/8/27,54.94,59.49,59.91,31.415
2019/8/28,55.71,59.68,60.32,31.42
2019/8/29,56.62,60.12,60.95,31.442
2019/8/30,55.02,58.88,61.12,31.41
2019/9/2,N/A,57.07,58.94,31.402
2019/9/3,53.86,56.46,58.52,31.432
2019/9/4,56.17,58.41,60.75,31.365
2019/9/5,56.28,58.87,61.5,31.28
2019/9/6,56.4,59.78,62.12,31.257
2019/9/9,57.83,61.08,64.08,31.25
2019/9/10,57.32,61.17,63.91,31.23
2019/9/11,55.61,59.06,61.84,31.22
2019/9/12,55.08,58.3,61.26,31.055
2019/9/13,54.71,58.31,61.18,N/A
2019/9/16,63.05,66.52,68.99,31.002
2019/9/17,59.21,62.79,64.14,31.035
2019/9/18,58.14,62.28,63.88,31
2019/9/19,58.14,64.58,64.83,31.006
2019/9/20,57.87,63.7,64.6,30.98
2019/9/23,58.64,63.46,64.74,31.057
2019/9/24,57.17,61.71,62.96,31.013
2019/9/25,56.32,61.78,62.94,31.034
2019/9/26,56.22,62.01,63.35,31.04
2019/9/27,55.9,61,62.06,31.042
2019/9/30,54.04,59.55,61.34,N/A
2019/10/1,53.55,58.21,60.09,31.045
2019/10/2,52.62,56.75,58.04,31.063
2019/10/3,52.36,56.76,58.35,31.064
2019/10/4,52.79,57.46,59.08,30.973
2019/10/7,52.71,57.94,58.73,30.902
2019/10/8,52.59,57.08,57.91,30.842
2019/10/9,52.58,56.6,58.06,30.85
2019/10/10,53.52,58.55,59.96,N/A
2019/10/11,54.71,59.65,60.67,N/A
2019/10/14,53.52,58.18,59.22,30.62
2019/10/15,52.76,58.51,58.79,30.686
2019/10/16,53.37,58.59,59,30.722
2019/10/17,53.84,59.46,60.37,30.681
2019/10/18,53.7,58.7,59.78,30.611
2019/10/21,53.23,58.39,59.31,30.592
2019/10/22,54.16,58.75,59.8,30.594
2019/10/23,55.85,60.26,61.25,30.611
2019/10/24,56.08,60.77,61.77,30.586
2019/10/25,56.49,61.27,62.23,30.594
2019/10/28,55.55,60.78,60.75,30.572
2019/10/29,55.29,60.86,60.77,30.522
2019/10/30,54.8,60.09,59.97,30.533
2019/10/31,53.97,58.41,59.51,30.462
2019/11/1,55.99,60.08,61.45,30.479
2019/11/4,56.28,60.31,62,30.405
2019/11/5,56.99,61.07,62.8,30.371
2019/11/6,56.1,60.02,61.77,30.4
2019/11/7,56.86,60.58,62.31,30.406
2019/11/8,56.97,61,62.75,30.412
2019/11/11,56.56,60.65,62.13,30.435
2019/11/12,56.62,60.8,61.74,30.422
2019/11/13,56.83,61.4,62.65,30.503
2019/11/14,56.52,61.12,62.35,30.582
2019/11/15,57.49,61.96,63.3,30.538
2019/11/18,56.77,60.9,63.05,30.501
2019/11/19,54.88,59.45,61.41,30.509
2019/11/20,56.66,61.35,63.6,30.5
2019/11/21,58.31,62.87,65.41,30.524
2019/11/22,57.63,62.78,65.03,30.517
2019/11/25,57.74,62.52,64.75,30.507
2019/11/26,58.2,63.08,65.08,30.512
2019/11/27,58.07,63.07,65.29,30.515
2019/11/28,N/A,63.45,64.67,30.505
2019/11/29,N/A,60.19,64.49,30.513
2019/12/2,55.92,59.8,62.63,30.509
2019/12/3,56.1,60.13,63.04,30.507
2019/12/4,58.41,61.96,65.59,30.508
2019/12/5,58.37,62.44,65.33,30.5
2019/12/6,59.15,63.23,66.73,30.5
2019/12/9,58.94,63.14,66.28,30.502
2019/12/10,59.17,63.23,66.21,30.503
2019/12/11,58.69,62.95,65.89,30.505
2019/12/12,59.13,63.69,66.76,30.406
2019/12/13,60.06,64.63,67.77,30.317
2019/12/16,60.16,64.76,67.78,30.263
2019/12/17,60.83,65.02,68.75,30.21
2019/12/18,60.88,65.54,69.21,30.233
2019/12/19,61.25,65.76,69.47,30.208
2019/12/20,60.38,65.58,68.76,30.21
2019/12/23,60.46,66.02,67.67,30.215
2019/12/24,61.14,66.59,69.27,30.205
2019/12/25,N/A,66.71,N/A,30.203
2019/12/26,61.69,67.29,69.27,30.201
2019/12/27,61.73,67.29,68.91,30.203
2019/12/30,61.63,68.48,69.94,30.135
2019/12/31,61.11,64.99,67.48,30.106
2020/1/2,61.14,65.41,67.43,30.114
2020/1/3,62.97,67.95,69.72,30.105
2020/1/6,63.24,68.16,69.82,30.11
2020/1/7,62.67,69.35,70.51,30.082
2020/1/8,59.62,65.44,66.57,30.087
2020/1/9,59.53,65.18,66.43,30.008
2020/1/10,58.99,65.04,66.23,30.019
2020/1/13,58.14,64.32,64.28,29.952
2020/1/14,58.31,64.34,64.24,29.942
2020/1/15,57.81,64.23,63.75,29.95
2020/1/16,58.52,64.49,64.65,29.955
2020/1/17,58.55,64.16,64.34,29.96
2020/1/20,N/A,64.56,64.74,29.96
2020/1/21,58.25,63.97,63.58,29.998
2020/1/22,56.76,62.44,61.55,30.006
2020/1/23,55.46,61.81,61.69,N/A
2020/1/24,54.04,60.12,59.6,N/A
2020/1/27,53.06,58.43,58.55,N/A
2020/1/28,53.3,58.73,59.26,N/A
2020/1/29,53.26,58.41,59.06,N/A
2020/1/30,52.14,57.85,58.02,30.277
2020/1/31,51.53,55.93,57.83,30.25
2020/2/3,50.01,53.31,53.5,30.332
2020/2/4,49.54,52.68,52.98,30.207
2020/2/5,50.82,55.12,55.2,30.152
2020/2/6,50.89,54.74,55.42,30.082
2020/2/7,50.29,53.51,53.95,30.126
2020/2/10,49.54,52.15,53.19,30.102
2020/2/11,49.95,52.83,54.05,30.068
2020/2/12,51.08,55.42,56.27,30.032
2020/2/13,51.36,55.47,56.64,30.037
2020/2/14,51.98,55.94,57.53,30.051
2020/2/17,N/A,55.89,57.81,30.056
2020/2/18,52.05,55.93,58.03,30.125
2020/2/19,53.26,57.9,59.77,30.152
2020/2/20,53.72,57.42,59.27,30.254
2020/2/21,53.31,56.7,58.95,30.403
2020/2/24,51.33,54.47,56.62,30.472
2020/2/25,49.76,53.17,55.55,30.402
2020/2/26,48.64,51.61,53.61,30.383
2020/2/27,47.12,49.69,52.2,30.33
2020/2/28,44.78,49.43,51.66,N/A
2020/3/2,46.73,51.8,53.71,30.124
2020/3/3,47.22,51.03,51.71,30.087
2020/3/4,46.73,51.29,51.76,30.038
2020/3/5,45.85,50.14,50.34,29.96
2020/3/6,41.09,44.54,45.41,30.04
2020/3/9,31,33.62,34.36,30.13
2020/3/10,34.42,35.49,35.94,30.036
2020/3/11,33.08,35.02,34.95,30.095
2020/3/12,31.51,31.92,30.95,30.15
2020/3/13,31.67,33.3,32.78,30.21
2020/3/16,28.91,30.44,28.3,30.22
2020/3/17,26.91,29.34,26.98,30.25
2020/3/18,20.43,28.52,24.92,30.276
2020/3/19,25.04,28.36,25.32,30.506
2020/3/20,19.43,26.4,24.14,30.302
2020/3/23,23.28,27.38,24.88,30.405
2020/3/24,20.78,27.88,25.25,30.316
2020/3/25,20.25,26.67,25.05,30.325
2020/3/26,15.85,26.29,23.78,30.306
2020/3/27,14.73,24.66,22.18,30.236
2020/3/30,13.35,23.75,19.37,30.25
2020/3/31,20.46,26.55,14.73,30.254
2020/4/1,20.23,24.44,15.55,30.308
2020/4/2,25.13,27.88,19.89,N/A
2020/4/3,28.31,33.76,24.29,N/A
2020/4/6,26.16,33.18,22.69,30.231
2020/4/7,23.49,31.98,22.48,30.152
2020/4/8,24.92,31.27,25.97,30.16
2020/4/9,22.85,28.81,20.19,30.152
2020/4/13,22.31,30.65,N/A,30.12
2020/4/14,20.1,26.71,22.24,30.071
2020/4/15,19.91,24.67,20.1,30.031
2020/4/16,19.77,26.44,19.5,30.12
2020/4/17,18.26,26.98,19.66,30.102
2020/4/20,-37.03,25.22,18.15,30.072
2020/4/21,8.86,18.3,11.33,30.102
2020/4/22,13.59,20.68,14.24,30.1
2020/4/23,14.81,21.73,15.23,30.072
2020/4/24,15.49,21.87,16.2,30.08
2020/4/27,11.97,21.21,15.02,30.025
2020/4/28,11.9,21.57,16.08,30.036
2020/4/29,14.54,24.17,17.84,29.951
2020/4/30,18.73,29.13,17.71,29.802
2020/5/1,19.22,27.02,18.71,N/A
2020/5/4,19.97,28.21,21.13,29.9
2020/5/5,24.06,31.93,26.49,29.88
2020/5/6,23.38,29.72,24.33,29.91
2020/5/7,23.18,29.8,24.07,29.95
2020/5/8,24.23,31.1,24.07,29.902
2020/5/11,23.52,30.19,26.03,29.861
2020/5/12,25.26,29.38,26.17,29.92
2020/5/13,24.87,30.05,28.24,29.906
2020/5/14,26.9,32.46,29.68,29.948
2020/5/15,28.94,32.79,31.18,29.95
2020/5/18,31.33,35.49,34.08,29.98
2020/5/19,31.8,34.12,32.96,29.95
2020/5/20,33.06,35.25,34.8,29.96
2020/5/21,34.15,35.88,34.59,29.95
2020/5/22,33.34,35.4,33.79,30.009
2020/5/25,N/A,35.89,N/A,30.076
2020/5/26,34.6,36.1,33.76,29.988
2020/5/27,32.75,34.11,32.29,30.03
2020/5/28,33.62,35.74,34.12,30.045
2020/5/29,35.52,37.64,35.85,30.032
2020/6/1,35.44,37.76,37.02,29.952
2020/6/2,36.83,39.12,37.7,29.998
2020/6/3,37.28,37.91,37.65,29.905
2020/6/4,37.37,39.22,38.29,29.926
2020/6/5,39.44,41.28,40.82,29.839
2020/6/8,38.12,40.57,39.65,29.811
2020/6/9,38.93,39.71,40.17,29.803
2020/6/10,39.49,40.2,40.84,29.716
2020/6/11,36.38,37.79,37.48,29.733
2020/6/12,36.19,38.16,38.82,29.762
2020/6/15,37.02,38.94,39.62,29.77
2020/6/16,38.21,39.17,40.62,29.704
2020/6/17,37.86,39.31,40.34,29.682
2020/6/18,38.74,40.91,41.7,29.655
2020/6/19,39.67,41.25,42.04,29.66
2020/6/22,40.55,42.46,43.14,29.66
2020/6/23,40.35,41.8,42.45,29.635
2020/6/24,37.81,39.93,40.39,29.64
2020/6/25,38.56,41.04,41.47,N/A
2020/6/26,38.48,40.61,40.61,N/A
2020/6/29,39.62,41.48,41.58,29.625
2020/6/30,39.22,41.61,41.49,29.66
2020/7/1,39.83,41.46,42.29,29.612
2020/7/2,40.52,42.26,43.02,29.586
2020/7/3,N/A,42.09,42.91,29.609
2020/7/6,40.46,42.31,42.83,29.551
2020/7/7,40.54,42.09,43.22,29.58
2020/7/8,40.86,42.75,43.72,29.606
2020/7/9,39.59,42.01,42.31,29.581
2020/7/10,40.51,42.95,43.15,29.613
2020/7/13,40.01,42.03,42.32,29.584
2020/7/14,40.25,42.96,43.21,29.595
2020/7/15,41.15,43.21,43.88,29.582
2020/7/16,40.69,42.51,43.72,29.596
2020/7/17,40.5,42.03,43.49,29.593
2020/7/20,40.78,42.06,43.17,29.565
2020/7/21,41.71,43.29,43.95,29.553
2020/7/22,41.83,43.77,43.96,29.527
2020/7/23,40.97,42.8,43.02,29.536
2020/7/24,41.21,42.71,43.36,29.556
2020/7/27,41.41,42.65,43.34,29.507
2020/7/28,40.84,42.44,43.08,29.502
2020/7/29,41.08,42.9,43.49,29.501
2020/7/30,39.8,42.64,43.32,29.521
2020/7/31,40.05,43.11,43.12,29.502
2020/8/3,40.78,42.97,43.52,29.531
2020/8/4,41.62,43.24,43.95,29.539
2020/8/5,42.2,43.94,45.02,29.506
2020/8/6,41.88,43.86,45.06,29.503
2020/8/7,41.11,43.2,44.4,29.514
2020/8/10,41.89,43.84,44.15,29.52
2020/8/11,41.48,43.46,43.65,29.531
2020/8/12,42.55,43.92,45.01,29.54
2020/8/13,42.21,43.58,45.01,29.536
2020/8/14,42,43.18,44.96,29.542
2020/8/17,42.84,43.73,44.83,29.526
2020/8/18,42.84,43.72,44.88,29.518
2020/8/19,42.86,43.79,45.08,29.508
2020/8/20,42.54,43.6,44.45,29.522
2020/8/21,42.27,43.48,43.84,29.512
2020/8/24,42.39,44.15,44.33,29.517
2020/8/25,43.12,45.14,46.2,29.507
2020/8/26,43.16,44.83,45.93,29.515
2020/8/27,42.83,44.29,44.86,29.51
2020/8/28,42.91,44.71,45.39,29.521
2020/8/31,42.56,44.54,N/A,29.526
2020/9/1,42.71,45.15,45.9,29.521
2020/9/2,42.71,43.95,42.65,29.526
2020/9/3,41.34,43.31,42.67,29.531
2020/9/4,39.64,42.08,40.88,29.537
2020/9/7,41.34,41.46,40.66,29.524
2020/9/8,36.82,38.58,38.51,29.505
2020/9/9,38,39.73,39.83,29.53
2020/9/10,37.2,39.04,38.93,29.519
2020/9/11,37.28,38.93,38.9,29.506
2020/9/14,37.18,38.87,38.68,29.486
2020/9/15,38.24,40.15,39.66,29.38
2020/9/16,40.12,41.95,41.31,29.308
2020/9/17,40.94,42.87,42.27,29.31
2020/9/18,41.04,42.87,42.08,29.152
2020/9/21,39.21,41.4,40.61,29.158
2020/9/22,39.5,41.29,40.88,29.202
2020/9/23,39.87,41.12,40.81,29.216
2020/9/24,40.06,41.66,41.07,29.318
2020/9/25,40.01,41.84,40.78,29.275
2020/9/28,40.42,42.21,41.62,29.22
2020/9/29,38.98,40.42,40.13,29.151
2020/9/30,40,40.58,40.29,29.126
2020/10/1,38.46,39.94,39.54,N/A
2020/10/2,36.85,38.51,37.63,N/A
2020/10/5,39.07,40.95,39.99,29.02
2020/10/6,40.47,41.2,40.45,28.96
2020/10/7,39.77,41.26,40.76,28.965
2020/10/8,40.99,42.68,42.1,28.966
2020/10/9,40.39,42.08,41.54,N/A
2020/10/12,39.17,41.07,40.62,28.909
2020/10/13,39.98,41.64,41.36,28.92
2020/10/14,40.81,42.64,41.95,28.952
2020/10/15,40.79,42.26,41.42,28.96
2020/10/16,40.65,42.05,41.28,28.97
2020/10/19,40.64,41.67,41.12,28.95
2020/10/20,41.32,41.96,41.27,28.932
2020/10/21,39.83,40.92,40.05,28.892
2020/10/22,40.36,41.64,41.25,28.903
2020/10/23,39.63,41.03,40.51,28.917
2020/10/26,38.37,40.02,39.06,28.902
2020/10/27,39.32,39.8,39.23,28.872
2020/10/28,37.25,38.85,37.69,28.906
2020/10/29,35.92,37.36,36.36,28.914
2020/10/30,35.62,37.45,36.29,28.925
2020/11/2,36.58,38.78,37.55,28.909
2020/11/3,37.42,40.21,38.64,28.92
2020/11/4,38.95,40.59,39.63,29.006
2020/11/5,38.54,39.98,39.38,28.874
2020/11/6,36.95,38.98,38.2,28.876
2020/11/9,40.03,41.37,40.59,28.825
2020/11/10,41.16,43.44,42.67,28.856
2020/11/11,41.21,43.54,42.49,28.83
2020/11/12,40.88,42.59,41.94,28.86
2020/11/13,39.91,42.28,41.38,28.847
2020/11/16,41.12,43.48,42.81,28.81
2020/11/17,41.22,43.16,42.56,28.815
2020/11/18,41.62,43.58,42.68,28.758
2020/11/19,41.55,43.59,43.05,28.818
2020/11/20,41.97,44.57,44.05,28.82
2020/11/23,42.89,45.37,44.73,28.803
2020/11/24,44.68,47.06,46.67,28.831
2020/11/25,45.55,48.22,47.55,28.816
2020/11/26,N/A,47.32,46.31,28.811
2020/11/27,45.55,47.81,46.87,28.811
2020/11/30,45.15,46.98,47,28.824
2020/12/1,44.49,46.31,46.86,28.837
2020/12/2,45.18,47.09,47.52,28.766
2020/12/3,45.6,47.96,48.47,28.668
2020/12/4,46.18,48.42,48.88,28.521
2020/12/7,45.67,47.94,48.51,28.534
2020/12/8,45.59,47.94,48.8,28.516
2020/12/9,45.43,48.27,48.95,28.51
2020/12/10,46.71,49.87,50.51,28.506
2020/12/11,46.54,49.31,50.1,28.44
2020/12/14,46.97,49.78,50.31,28.45
2020/12/15,47.53,50.56,50.72,28.46
2020/12/16,47.81,50.93,50.88,28.476
2020/12/17,48.29,50.86,51.19,28.481
2020/12/18,48.99,51.68,52.33,28.489
2020/12/21,47.74,50.24,50.53,28.517
2020/12/22,46.97,49.26,49.64,28.545
2020/12/23,47.89,50.7,51,28.555
2020/12/24,48.16,50.76,50.87,28.533
2020/12/28,47.47,50.51,N/A,28.525
2020/12/29,47.82,50.53,50.49,28.515
2020/12/30,48.21,50.75,50.75,28.507
2020/12/31,48.32,51.18,51.15,28.508
2021/1/4,47.44,50.26,49.97,28.424
2021/1/5,49.75,52.8,53.15,28.402
2021/1/6,50.42,53.79,53.72,28.407
2021/1/7,50.6,54.3,53.84,28.429
2021/1/8,52.11,55.51,55.88,28.457
2021/1/11,52.12,55.25,54.84,28.485
2021/1/12,53.05,56.24,56.16,28.481
2021/1/13,52.78,55.37,55.34,28.445
2021/1/14,53.44,55.99,55.81,28.467
2021/1/15,52.22,54.64,54.68,28.48
2021/1/18,N/A,54.47,54.29,28.49
2021/1/19,52.84,55.82,55.42,28.471
2021/1/20,53.13,55.44,55.25,28.415
2021/1/21,52.97,55.65,55.73,28.373
2021/1/22,52.23,55.1,54.98,28.381
2021/1/25,52.75,55.6,55.46,28.391
2021/1/26,52.58,55.49,55.42,28.41
2021/1/27,52.78,54.96,54.83,28.38
2021/1/28,52.23,54.72,54.78,28.422
2021/1/29,52.13,54.76,54.9,28.412
2021/2/1,53.52,56,56.26,28.385
2021/2/2,54.74,57.36,58.01,28.387
2021/2/3,55.64,58.28,58.81,28.377
2021/2/4,56.16,58.72,59.27,28.382
2021/2/5,56.77,59.01,59.73,28.39
2021/2/8,57.92,60.41,60.26,28.39
2021/2/9,58.31,60.62,60.94,28.39
2021/2/10,58.66,60.5,60.79,N/A
2021/2/11,58.19,60.29,60.83,N/A
2021/2/12,59.47,61.96,62.69,N/A
2021/2/15,N/A,62.42,63.71,N/A
2021/2/16,60.04,62.63,64.11,N/A
2021/2/17,61.06,63.67,65.56,28.38
2021/2/18,60.37,62.02,63.71,28.33
2021/2/19,59.09,61.36,62.82,28.338
2021/2/22,61.64,63.5,65.28,28.336
2021/2/23,61.63,62.92,64.89,28.302
2021/2/24,63.19,65.55,67.11,28.306
2021/2/25,63.42,65.13,66.96,28.256
2021/2/26,61.51,64.64,65.34,28.306
2021/3/1,60.5,62.16,64.28,N/A
2021/3/2,59.66,61,63.06,28.319
2021/3/3,61.29,62.59,64.58,28.258
2021/3/4,63.77,65.8,67.85,28.266
2021/3/5,66.04,68,70.28,28.276
2021/3/8,64.99,66.69,67.91,28.303
2021/3/9,63.98,65.88,66.83,28.39
2021/3/10,64.41,66.38,67.8,28.326
2021/3/11,65.98,67.97,69.35,28.241
2021/3/12,65.55,67.86,68.9,28.187
2021/3/15,65.32,67.28,68.71,28.243
2021/3/16,64.78,66.95,68.09,28.263
2021/3/17,64.51,66.23,67.39,28.302
2021/3/18,59.91,61.34,62.16,28.306
2021/3/19,61.39,63.3,63.79,28.463
2021/3/22,61.44,63.32,63.69,28.492
2021/3/23,57.7,59.55,59.78,28.482
2021/3/24,61.07,62.72,63.73,28.538
2021/3/25,58.42,61.06,61.4,28.61
2021/3/26,60.88,63.59,63.61,28.602
2021/3/29,61.44,64.41,64.23,28.552
2021/3/30,60.5,63.07,63.08,28.519
2021/3/31,59.14,62.14,63.51,28.531
2021/4/1,61.36,63.11,63.76,28.533
2021/4/5,58.68,60.79,63.76,N/A
2021/4/6,59.29,60.71,61.39,28.486
2021/4/7,59.72,60.92,61.63,28.427
2021/4/8,59.56,61.36,62.25,28.43
2021/4/9,59.24,60.98,62.01,28.436
2021/4/12,59.65,61.17,62.33,28.459
2021/4/13,60.15,61.94,63.09,28.465
2021/4/14,63.1,64.25,65.78,28.435
2021/4/15,63.37,64.91,66.08,28.382
2021/4/16,63.11,64.97,65.96,28.341
2021/4/19,63.28,65.12,66.7,28.205
2021/4/20,62.56,64.17,65.02,28.138
2021/4/21,61.29,62.77,63.79,28.151
2021/4/22,61.4,63.42,65.39,28.141
2021/4/23,62.15,63.63,65.76,28.111
2021/4/26,62,63.16,65.58,27.959
2021/4/27,62.98,64.28,66.38,27.905
2021/4/28,63.76,65.1,66.84,27.938
2021/4/29,64.95,66.1,68.19,27.95
2021/4/30,63.45,64.69,67.72,N/A
2021/5/3,64.41,65.1,N/A,27.979
2021/5/4,65.67,67.11,69.96,27.952
2021/5/5,65.58,66.49,69.3,27.96
2021/5/6,64.68,66.19,68.82,27.99
2021/5/7,64.91,66.15,68.69,27.908
2021/5/10,64.87,66.11,68.51,27.816
2021/5/11,65.26,66.44,68.89,27.952
2021/5/12,65.91,66.73,69.4,27.955
2021/5/13,63.77,N/A,67.37,27.996
2021/5/14,65.27,66.5,69.39,28.012
2021/5/17,66.19,67.53,69.81,28.042
2021/5/18,65.44,66.5,68.81,27.952
2021/5/19,63.23,64.82,66.92,27.982
2021/5/20,61.9,63.36,65.16,28.012
2021/5/21,63.56,64.57,67,27.94
2021/5/24,66.11,66.67,68.61,27.95
2021/5/25,66.22,66.81,68.78,27.876
2021/5/26,66.36,N/A,68.87,27.821
2021/5/27,66.82,67.82,69.42,27.822
