日期,西德州,杜拜,北海布蘭特,匯率
2000/1/3,25.55,22.28,23.93,31.395
2000/1/4,24.91,22.12,23.77,30.602
2000/1/5,24.78,23.68,25.08,30.8
2000/1/6,24.22,21.61,23.26,30.854
2000/1/7,25.6,25.6,26.28,30.86
2000/1/10,24.67,21.08,22.73,30.835
2000/1/11,25.77,21.08,22.73,30.821
2000/1/12,26.28,22.85,24.5,30.828
2000/1/13,26.69,23.28,24.93,30.838
2000/1/14,28.02,23.74,25.39,30.85
2000/1/17,28.8,26.15,28.65,30.835
2000/1/18,29.54,24.58,26.23,30.837
2000/1/19,29.66,24.61,26.26,30.838
2000/1/20,29.83,27.18,29.83,30.832
2000/1/21,29.03,23.74,25.39,30.821
2000/1/24,27.83,25.63,27.13,30.812
2000/1/25,28.28,25.6,27.11,30.813
2000/1/26,27.84,25.66,26.5,30.794
2000/1/27,27.32,25.37,26.97,30.78
2000/1/28,27.22,24.82,26.42,30.709
2000/1/31,27.64,25.08,26.17,30.699
2000/2/1,28.22,25.83,27.34,30.685
2000/2/2,27.55,25.4,26.95,30.784
2000/2/3,28.14,25.98,27.5,30.788
2000/2/4,28.82,25.99,27.58,N/A
2000/2/5,27.22,24.82,26.42,N/A
2000/2/7,28.45,26.34,27.94,N/A
2000/2/8,28.02,25.97,27.62,30.734
2000/2/9,28.71,25.74,27.59,30.637
2000/2/10,29.43,26.09,27.59,30.62
2000/2/11,29.44,25.87,28.82,30.625
2000/2/14,30.25,26.4,29.14,30.72
2000/2/15,30.06,26.63,28.53,30.712
2000/2/16,29.46,26.63,28.53,30.702
2000/2/17,29.46,26.63,28.53,30.715
2000/2/18,29.51,26.09,27.85,30.715
2000/2/21,27.5,26.4,29.14,30.707
2000/2/22,27.25,26.63,28.53,30.791
2000/2/23,26.75,26.63,28.53,30.785
2000/2/24,26.75,26.09,28.53,30.785
2000/2/25,26.75,26.09,27.85,30.764
2000/2/29,30.43,25.44,29.12,30.754
2000/3/1,31.66,26.37,30.02,30.736
2000/3/2,31.55,26.47,30.12,30.712
2000/3/3,31.37,26.44,30.17,30.745
2000/3/6,31.66,26.37,30.02,30.764
2000/3/7,31.55,26.47,30.12,30.762
2000/3/8,31.37,26.44,30.17,30.766
2000/3/9,31.55,25.18,28.16,30.758
2000/3/10,31.64,26,29.35,30.736
2000/3/13,31.63,25.53,28.52,30.741
2000/3/14,32.1,25.86,29.16,30.738
2000/3/15,31.55,25.18,28.16,30.742
2000/3/16,30.68,25.18,28.16,30.756
2000/3/17,30.53,24.5,28.09,30.766
2000/3/20,29.43,25.61,25.8,30.791
2000/3/21,28,25.04,25.51,30.738
2000/3/23,26.78,23.45,24.75,30.674
2000/3/24,27.48,24,25.2,30.664
2000/3/27,27.4,24.05,25.45,30.627
2000/3/28,26.68,23.7,24.61,30.605
2000/3/29,26.05,23.75,24.2,30.531
2000/3/30,26.3,23.37,23.63,30.482
2000/3/31,26.5,23.9,23.86,30.49
2000/4/3,26.13,23.72,23.6,N/A
2000/4/4,25.05,23.4,22.73,N/A
2000/4/5,25.43,22.32,25.75,30.465
2000/4/6,25.28,22.94,22.59,30.469
2000/4/7,24.65,22.53,21.74,30.438
2000/4/10,23.28,22.53,20.4,30.302
2000/4/11,23.73,20.42,21.04,30.318
2000/4/12,25.05,20.65,22.26,30.309
2000/4/13,24.98,20.65,22.18,30.388
2000/4/14,25.2,21.19,21.72,30.46
2000/4/17,25.99,21.4,23.02,30.539
2000/4/18,26.15,21.6,23.06,30.535
2000/4/19,27.3,22.31,23.67,30.55
2000/4/20,27.43,23,23.92,30.552
2000/4/21,26.6,23,23.65,30.53
2000/4/24,27.45,23.03,23.96,30.566
2000/4/25,26.76,22.95,23.24,30.572
2000/4/26,24.64,22.82,22.95,30.631
2000/4/27,25.45,22.82,24.05,30.612
2000/4/28,25.62,22.62,24.04,30.618
2000/5/1,25.8,22.94,24.19,N/A
2000/5/2,26.82,23.9,25.34,30.669
2000/5/3,26.68,23.99,25.5,30.693
2000/5/4,26.96,24.41,25.84,30.689
2000/5/5,27.2,24.77,25.84,30.648
2000/5/8,28.04,24.86,26.58,30.681
2000/5/9,28.75,25.84,27.29,30.681
2000/5/10,28.11,25.67,26.48,30.697
2000/5/11,29.22,26.77,27.65,30.752
2000/5/12,29.71,27.17,28.22,30.735
2000/5/15,29.86,27.32,28.58,30.767
2000/5/16,29.71,26.37,28.79,30.782
2000/5/17,29.42,26.16,28.58,30.686
2000/5/18,30.42,26.77,29.65,30.737
2000/5/19,29.89,26.56,29.32,30.713
2000/5/22,28.6,25.47,28.03,30.709
2000/5/23,28.71,25.96,28.04,30.749
2000/5/24,29.94,26.52,29.3,30.824
2000/5/25,30.41,26.86,29.92,30.813
2000/5/26,29.98,26,29.53,30.808
2000/5/30,30.3,26.51,29.81,30.884
2000/5/31,28.98,25.66,28.5,30.813
2000/6/1,30.26,26.77,29.93,30.831
2000/6/2,30.4,26.75,29.68,30.831
2000/6/5,29.65,26.1,28.49,30.792
2000/6/6,29.88,26.64,28.91,N/A
2000/6/7,30.02,26.84,29.39,30.791
2000/6/8,29.81,26.78,29.23,30.796
2000/6/9,30.26,27.04,29.69,30.786
2000/6/12,31.82,28.32,31.5,30.8
2000/6/13,32.51,28.58,31.48,30.801
2000/6/14,32.8,28.01,31.07,30.815
2000/6/15,32.91,27.8,30.75,30.828
2000/6/16,32.28,26.27,29.51,30.845
2000/6/19,31.71,25.91,29.1,30.843
2000/6/20,33.05,26.87,28.26,30.833
2000/6/21,33.81,26.96,30.58,30.817
2000/6/22,34.73,27.7,31.41,30.778
2000/6/23,34.73,27.72,31.57,30.767
2000/6/26,31.59,27.38,31.14,30.797
2000/6/27,32.11,27.92,31.89,30.79
2000/6/28,31.84,27.38,31.57,30.81
2000/6/29,32.7,27.83,32.13,30.808
2000/6/30,32.45,27.71,32.17,30.794
2000/7/5,30.87,26.79,30.83,30.814
2000/7/6,30.19,26.67,30.93,30.839
2000/7/7,30.42,26.93,31.07,30.839
2000/7/10,29.79,26.77,29.2,30.842
2000/7/11,29.8,27.16,29.36,30.842
2000/7/12,30.36,27.67,29.99,30.862
2000/7/13,31.52,27.86,30.26,30.887
2000/7/14,31.32,27.51,29.83,30.875
2000/7/17,30.73,26.05,28.8,30.912
2000/7/18,31.89,26.63,29.47,30.966
2000/7/19,31.36,26.22,28.57,31.014
2000/7/20,30.34,25.52,27.71,31.086
2000/7/21,28.64,25.16,26.97,31.019
2000/7/24,27.83,24.54,26.17,31.046
2000/7/25,27.91,24.02,26.18,31.063
2000/7/26,27.91,24.02,26.18,31.061
2000/7/27,28.05,24.3,26.62,31.052
2000/7/28,28.08,24.45,26.62,31.048
2000/7/31,27.41,24.06,26.44,31.067
2000/8/1,27.78,24.44,26.85,31.097
2000/8/2,28.22,24.54,27.33,31.086
2000/8/3,28.68,25.02,28,31.076
2000/8/4,29.93,25.9,29.2,31.071
2000/8/7,28.88,25.08,28.2,31.092
2000/8/8,29.17,25.4,29.02,31.088
2000/8/9,30.35,26.01,29.43,31.088
2000/8/10,31.29,26.56,30.84,31.069
2000/8/11,30.82,26.39,30.75,31.085
2000/8/14,31.94,26.81,31.36,31.085
2000/8/15,31.73,27.03,32.26,31.096
2000/8/16,31.73,27.03,32.26,31.095
2000/8/17,31.96,27.7,33.33,31.089
2000/8/18,32.03,28.15,33.65,31.086
2000/8/21,32.45,28.05,33.46,31.069
2000/8/22,31.22,27.39,32.55,31.08
2000/8/23,32.77,28.14,33.49,31.069
2000/8/24,33.13,27.53,33.1,31.069
2000/8/25,34.35,27.86,33.58,31.072
2000/8/28,32.87,28.92,34.67,31.072
2000/8/29,32.84,28.78,34.67,31.07
2000/8/30,33.26,29.06,34.95,31.067
2000/8/31,33.08,29.11,35.01,31.07
2000/9/1,33.41,29.49,35.4,31.083
2000/9/4,33.5,29.97,35.9,31.063
2000/9/5,33.87,30.23,36.45,31.075
2000/9/6,35.04,31.18,37.78,31.075
2000/9/8,33.64,29.73,36.15,31.089
2000/9/11,35.16,30.82,33.8,31.095
2000/9/12,34.3,29.47,32.62,N/A
2000/9/13,33.83,28.92,32.1,31.112
2000/9/14,34.15,29.48,32.68,31.125
2000/9/15,35.92,31.69,34.89,31.151
2000/9/18,36.81,31.68,34.59,31.255
2000/9/19,36.43,31.01,33.71,31.275
2000/9/20,36.91,31.35,34.15,31.274
2000/9/21,34.29,30.37,32.47,31.263
2000/9/22,32.35,29.2,30.75,31.295
2000/9/25,32.01,29.03,30.01,31.272
2000/9/26,31.49,29.18,29.7,31.288
2000/9/27,31.43,29.02,30.07,31.291
2000/9/28,30.34,27.77,28.95,31.318
2000/9/29,30.94,28.3,29.47,31.318
2000/10/2,32.08,29.73,30.88,31.314
2000/10/3,32.13,30.33,30.59,31.313
2000/10/4,30.98,29.35,29.94,31.322
2000/10/5,30.64,29.23,29.83,31.32
2000/10/6,30.94,29.59,30.16,31.296
2000/10/9,31.91,29.94,30.7,31.301
2000/10/10,33.12,30.18,31.78,N/A
2000/10/11,33.2,29.95,31.95,31.298
2000/10/12,36.01,32.34,34.45,31.3
2000/10/13,34.68,30.63,32.39,31.92
2000/10/16,32.72,30.37,30.92,31.99
2000/10/17,33.07,30.35,31,32.26
2000/10/18,33.5,30.99,31.15,32.383
2000/10/19,32.94,30.4,30.68,32.325
2000/10/20,34,31.44,31.74,32.143
2000/10/23,35.02,31.9,32.31,32.076
2000/10/24,34.35,31.15,31.69,32.048
2000/10/25,33.51,30.85,31.39,32.072
2000/10/26,33.76,31.47,32.03,32.093
2000/10/27,32.74,30.55,31.07,32.267
2000/10/30,32.83,30.51,30.77,32.358
2000/10/31,32.64,30.67,30.97,32.357
2000/11/1,33.26,31.09,31.54,32.363
2000/11/2,32.59,30.47,30.92,32.271
2000/11/3,32.75,30.77,31.23,32.197
2000/11/6,32.96,31.07,31.41,32.159
2000/11/7,33.39,31.44,31.83,32.149
2000/11/8,33.24,31.3,31.58,32.119
2000/11/9,33.92,32.1,32.35,32.065
2000/11/10,34.05,32.12,32.37,32.062
2000/11/13,34.55,32.93,33.48,32.16
2000/11/14,34.92,31.64,33.34,32.168
2000/11/15,35.58,31.93,34.5,32.176
2000/11/16,35.07,29.58,33.61,32.196
2000/11/17,35.77,30.06,34.26,32.237
2000/11/20,36.22,29.74,34.12,32.442
2000/11/21,35.97,29.46,33.91,32.493
2000/11/22,35.99,29.27,34.06,32.87
2000/11/23,36,29.42,33.2,32.931
2000/11/24,36,29.42,33.01,32.875
2000/11/27,35.3,28.97,34.12,32.878
2000/11/28,34.17,28.39,33.24,32.928
2000/11/29,34.57,28.81,33.49,32.96
2000/11/30,33.67,27.65,32.73,33.046
2000/12/1,31.98,25.75,31.15,33.036
2000/12/4,31.19,25.09,29.81,33.071
2000/12/5,29.56,23.36,27.59,33.068
2000/12/6,29.87,23.95,28.03,33.065
2000/12/7,29.37,23.33,27.51,33.038
2000/12/8,28.64,22.7,26.88,33.02
2000/12/11,29.6,22.89,27.6,33.035
2000/12/12,29.63,22.4,27.25,33.088
2000/12/13,28.72,20.3,25.8,33.081
2000/12/14,27.97,19.1,25.1,33.077
2000/12/15,28.84,21.18,25.48,33.075
2000/12/20,25.88,19.58,22.53,33.129
2000/12/21,26.01,20.03,22.96,33.172
2000/12/22,25.83,19.75,22.7,33.18
2000/12/26,26.5,20.14,23.52,33.179
2000/12/27,26.47,19.91,23.37,33.165
2000/12/28,25.78,19.42,22.54,33.159
2000/12/29,26.75,20.5,23.54,33.079
2001/1/2,27.24,20.86,23.98,33.943
2001/1/3,28.08,21.61,24.55,33.033
2001/1/4,28.13,21.94,24.72,33.948
2001/1/5,27.93,22.05,24.78,33.86
2001/1/9,27.74,21.54,24.54,32.695
2001/1/10,29.43,22.35,25.5,32.673
2001/1/11,29.37,22.39,25.6,32.635
2001/1/12,29.88,22.45,25.75,32.699
2001/1/15,29.8,23.29,26.4,32.699
2001/1/16,30.28,22.86,25.68,32.686
2001/1/17,29.59,22.38,25.2,32.631
2001/1/18,30.42,23.04,26.16,32.616
2001/1/19,32.24,24.98,28.22,32.577
2001/1/22,31.94,23.79,26.96,32.564
2001/1/23,31.64,23.96,27.05,N/A
2001/1/24,31.32,23.45,26.43,N/A
2001/1/25,31.6,23.77,26.77,N/A
2001/1/26,29.83,24.11,27.43,N/A
2001/1/29,29.08,23.48,26.86,32.525
2001/1/30,29.07,23.71,27.35,32.435
2001/2/1,29.83,24.94,28.87,32.365
2001/2/2,31.09,25.99,29.84,32.33
2001/2/5,30.48,25.32,28.97,32.309
2001/2/6,30.3,25.56,29.16,32.288
2001/2/7,31.24,26.38,29.97,32.288
2001/2/8,31.52,26.62,30.19,32.285
2001/2/9,30.96,26.11,29.65,32.282
2001/2/12,30.47,25.15,28.59,32.318
2001/2/13,30.33,25.54,28.54,32.334
2001/2/14,29.64,24.81,27.61,32.387
2001/2/15,28.87,24.61,27.06,32.344
2001/2/16,29.08,24.53,27.46,32.299
2001/2/19,29.11,24.71,27.74,32.29
2001/2/20,28.55,24.23,27.15,32.271
2001/2/21,28.25,24.03,26.83,32.287
2001/2/22,28.58,24.03,26.7,32.355
2001/2/23,28.77,23.84,26.7,32.351
2001/2/26,28.32,23.29,26.05,32.345
2001/2/27,28.06,23.35,26.23,32.343
2001/2/28,27.35,23.05,25.53,N/A
2001/3/1,27.66,23.38,25.36,32.346
2001/3/2,27.82,23.38,25.52,32.359
2001/3/5,28.46,24.75,26.47,32.368
2001/3/6,28.34,24.42,26.2,32.362
2001/3/7,28.91,24.79,26.64,32.37
2001/3/8,28.29,24.25,26.07,32.381
2001/3/9,27.86,24.46,25.96,32.402
2001/3/12,27.94,23.89,25.71,32.473
2001/3/13,27.57,23.5,25.25,32.508
2001/3/14,26.41,22.57,24.15,32.52
2001/3/15,26.48,23.09,24.41,32.555
2001/3/16,26.58,23.33,24.52,32.683
2001/3/19,26.15,23.16,23.95,32.778
2001/3/20,25.76,23.14,24,32.775
2001/3/21,26.45,23.07,24.21,32.771
2001/3/22,26.17,22.85,24.02,32.864
2001/3/23,27.08,23.23,24.84,32.771
2001/3/26,27.44,23.06,25.01,32.699
2001/3/27,27.72,23.35,25.22,32.679
2001/3/28,26.42,22.73,24.43,32.669
2001/3/29,26.32,22.71,24.26,32.757
2001/3/30,26.22,22.82,24.21,32.837
2001/4/2,25.64,22.74,23.84,32.938
2001/4/3,26.17,22.88,24.05,32.92
2001/4/5,27.24,23.43,25.01,N/A
2001/4/6,27.04,23.41,24.65,32.94
2001/4/9,27.28,23.67,24.76,32.936
2001/4/10,28.4,24.8,26.59,32.927
2001/4/11,28.18,24.7,26.6,32.92
2001/4/12,28.29,24.85,26.94,32.909
2001/4/16,28.77,24.91,27.39,32.931
2001/4/17,28.14,24.87,27.12,32.926
2001/4/18,27.83,24.76,26.63,32.92
2001/4/19,27.73,24.63,26.07,32.899
2001/4/20,27.18,24.05,25.89,32.89
2001/4/23,26.86,24.18,25.99,32.89
2001/4/24,25.16,23.91,25.86,32.885
2001/4/25,25.8,24.22,26.34,32.908
2001/4/26,28.44,24.96,27.34,32.918
2001/4/27,28.27,24.71,27.44,32.928
2001/4/30,28.42,24.83,27.38,32.918
2001/5/1,28.94,25.42,28.12,N/A
2001/5/2,27.8,24.61,27.31,32.9
2001/5/3,28.44,24.88,27.97,32.89
2001/5/4,28.36,24.96,28.04,32.884
2001/5/7,27.79,24.13,27.2,32.879
2001/5/8,27.39,24.33,27.45,32.875
2001/5/9,28.38,24.74,27.91,32.879
2001/5/10,28.52,25.16,28.34,32.884
2001/5/11,28.58,24.85,28.35,32.882
2001/5/14,28.74,24.82,28.37,32.882
2001/5/15,29.04,24.62,28.39,32.93
2001/5/16,28.83,25.18,28.56,32.957
2001/5/17,28.92,25.38,25.54,32.952
2001/5/18,29.91,26.5,29.94,32.948
2001/5/21,29.91,26.5,29.9,33.456
2001/5/22,29.39,26.34,29.64,33.456
2001/5/23,29.16,26.17,29.29,33.437
2001/5/24,27.89,25.84,28.76,33.458
2001/5/25,27.83,26.53,28.78,33.495
2001/5/29,28.65,27.53,29.2,34.072
2001/5/30,28.55,27.2,29.13,34.013
2001/5/31,28.51,27.61,29.48,33.965
2001/6/1,27.91,26.85,28.79,34.042
2001/6/4,28.09,27.15,29.21,34.065
2001/6/5,28.22,27.57,29.67,34.043
2001/6/6,27.64,26.69,28.86,34.065
2001/6/7,27.82,26.54,28.69,34.065
2001/6/8,28.36,27.05,29.49,34.053
2001/6/11,29.07,26.75,29.55,34.053
2001/6/12,29.15,26.29,29.29,34.065
2001/6/13,28.86,25.3,29.1,34.377
2001/6/14,29.04,25.64,29.24,34.395
2001/6/15,28.41,25.92,28.97,34.37
2001/6/18,27.55,25.27,27.52,34.379
2001/6/19,27.43,25.33,27.48,34.403
2001/6/22,26.83,24.85,27.18,34.434
2001/6/25,27.25,24.31,26.61,N/A
2001/6/26,26.98,23.95,27.48,34.413
2001/6/27,25.61,23.53,27.48,34.456
2001/6/28,25.56,23.15,26.16,34.465
2001/6/29,26.25,23.61,25.63,34.435
2001/7/3,25.95,23.32,24.53,34.394
2001/7/4,26.24,23.72,25.92,34.426
2001/7/5,27.02,23.38,25.96,34.465
2001/7/6,28.22,24.49,26.48,34.473
2001/7/9,27.59,23.85,25.22,34.545
2001/7/10,27.49,23.81,24.99,34.656
2001/7/11,27.11,23.88,24.23,35.05
2001/7/12,26.8,23.5,23.94,34.976
2001/7/13,26.59,23.47,23.77,34.975
2001/7/16,26.07,23.22,23.85,35.006
2001/7/17,25.57,22.94,23.54,35.047
2001/7/18,24.91,22.42,22.97,35.027
2001/7/19,25.27,22.52,23.62,35.015
2001/7/20,25.59,22.92,23.81,34.961
2001/7/23,25.94,23.01,24.19,34.893
2001/7/24,26.13,23.17,24.17,34.878
2001/7/25,26.64,23.79,24.52,34.85
2001/7/26,26.64,23.79,24.52,34.786
2001/7/27,27.02,23.69,24.75,34.767
2001/7/31,26.35,23.2,24.25,34.759
2001/8/1,26.77,23.47,24.52,34.73
2001/8/3,27.62,24.09,25.35,34.669
2001/8/6,27.74,24.15,25.48,34.65
2001/8/7,27.94,24.43,25.68,34.668
2001/8/8,27.54,24.15,25.25,34.648
2001/8/9,27.64,24.38,25.28,34.662
2001/8/10,28.05,24.83,25.63,34.625
2001/8/13,27.82,24.74,25.71,34.599
2001/8/14,28.02,25.6,25.83,34.582
2001/8/15,28.02,25.6,25.83,34.57
2001/8/16,27.41,24.41,25.23,34.52
2001/8/17,26.69,23.58,24.59,34.541
2001/8/20,27.18,24,25.15,34.606
2001/8/21,27.91,23.32,25.63,34.586
2001/8/22,27.12,24,25.58,34.603
2001/8/23,27.85,24.32,26.06,34.629
2001/8/24,28.15,24.61,26.24,34.625
2001/8/29,27.05,24.67,26.68,34.593
2001/8/31,27.2,24.24,26.71,34.554
2001/9/3,27,24.2,26.58,34.538
2001/9/4,26.93,24,26.16,34.548
2001/9/5,26.95,24.09,26.12,34.578
2001/9/6,27.58,24.62,26.83,34.616
2001/9/7,28.03,25.19,27.56,34.656
2001/9/10,27.63,24.58,27.3,34.651
2001/9/11,27.5,26.3,28.91,34.684
2001/9/12,27.73,25.46,27.79,34.599
2001/9/13,28.65,25.69,27.91,34.579
2001/9/14,29.86,26.63,29.07,34.575
2001/9/17,28.81,25.63,27.95,N/A
2001/9/18,27.7,25.06,26.8,N/A
2001/9/19,26.72,24.3,25.52,34.572
2001/9/20,26.59,24.1,24.97,34.575
2001/9/21,25.37,23.69,24.34,34.573
2001/9/24,21.5,20.62,20.61,34.578
2001/9/25,21.56,21.01,21.08,34.574
2001/9/26,22.38,21.33,21.7,34.568
2001/9/27,22.74,20.6,21.47,34.548
2001/9/28,23.34,21.5,21.96,34.549
2001/10/2,22.79,20.14,20.77,34.574
2001/10/3,22.08,20.76,20.52,34.569
2001/10/4,22.63,20.08,21.31,34.568
2001/10/5,22.39,19.33,20.58,34.559
2001/10/8,22.45,19.37,20.42,34.557
2001/10/9,22.48,19.83,20.59,34.555
2001/10/10,22.53,19.94,20.74,N/A
2001/10/11,23.34,20.39,21.19,34.553
2001/10/12,22.5,19.61,20.44,34.55
2001/10/15,22.5,20.07,20.76,34.549
2001/10/16,22,19.86,20.78,34.549
2001/10/17,21.81,19.19,20.07,34.548
2001/10/18,21.31,18.76,19.7,34.545
2001/10/19,21.83,19.54,20.53,34.543
2001/10/22,21.76,19.28,20.18,34.543
2001/10/23,21.52,19.13,20.11,34.55
2001/10/25,21.77,19.07,20.15,34.545
2001/10/26,22.03,19.24,20.26,34.539
2001/10/29,22.15,19.32,20.42,34.528
2001/10/30,21.87,19.09,20.4,34.526
2001/10/31,21.18,18.74,19.79,34.525
2001/11/1,20.39,17.8,19.12,34.529
2001/11/4,20.19,18.05,19.3,34.528
2001/11/5,20.02,17.66,18.97,34.526
2001/11/6,19.92,17.27,18.6,34.526
2001/11/7,20.09,17.53,18.84,34.52
2001/11/8,21.17,18.48,19.8,34.51
2001/11/9,20.93,19.96,22.22,34.5
2001/11/12,21.23,19.01,19.33,34.501
2001/11/13,21.67,19.57,20.35,34.505
2001/11/14,19.74,17.05,18.4,34.499
2001/11/15,17.45,15.9,16.97,34.501
2001/11/16,18.03,16.13,17.15,34.5
2001/11/19,17.72,16.45,17.51,34.495
2001/11/20,18.55,17.19,18.65,34.489
2001/11/21,18.48,16.8,17.96,34.483
2001/11/22,17.96,17.8,20.1,34.481
2001/11/23,17.96,17.32,19.48,34.481
2001/11/26,18.69,16.56,18.57,34.48
2001/11/27,19.48,17.3,19.22,34.468
2001/11/28,19.22,16.95,18.86,34.467
2001/11/29,18.62,17.05,18.56,34.465
2001/11/30,19.44,17.88,19.29,34.466
2001/12/3,20.09,17.93,19.44,34.465
2001/12/4,19.65,17.73,19.01,34.461
2001/12/5,19.49,17.76,18.94,34.46
2001/12/6,18.54,16.8,18.05,34.462
2001/12/7,19.04,17.67,18.63,34.455
2001/12/10,18.37,16.88,17.72,34.457
2001/12/11,18.08,16.68,17.61,34.465
2001/12/12,18.36,17,17.88,34.455
2001/12/13,18.12,16.55,17.44,34.464
2001/12/14,19.23,17.64,18.6,34.495
2001/12/17,19.22,17.52,18.39,34.58
2001/12/18,19.36,17.56,18.5,34.707
2001/12/19,19.2,18.03,18.84,34.727
2001/12/20,18.5,17.63,18.5,34.756
2001/12/21,19.27,17.92,18.71,34.916
2001/12/24,19.27,18.05,18.44,34.97
2001/12/28,20.44,18.68,19.7,35.084
2002/1/3,20.37,18.58,20.06,35.03
2002/1/4,21.62,19.81,21.58,34.995
2002/1/7,21.48,19.48,21.42,34.943
2002/1/8,21.25,19.32,21.01,35.038
2002/1/9,20.18,18.45,19.7,35.05
2002/1/10,20.38,18.87,20.12,35.025
2002/1/11,19.68,18.54,19.74,35.045
2002/1/14,18.89,17.73,18.68,35.027
2002/1/15,18.9,17.96,18.64,34.999
2002/1/16,18.86,18.03,18.66,35
2002/1/17,17.97,17.39,17.94,35.006
2002/1/18,18,17.37,18.13,35.025
2002/1/22,18.34,17.67,18.59,35.061
2002/1/23,19.2,18.11,19.13,35.082
2002/1/24,19.4,17.97,19.17,35.08
2002/1/25,19.72,18.18,19.51,35.057
2002/1/28,20.05,18.47,19.85,35.015
2002/1/29,19.58,18.08,19.49,35.001
2002/1/30,19.08,17.79,19.04,34.985
2002/1/31,19.48,18.18,19.41,34.98
2002/2/1,20.38,18.88,20.26,35.004
2002/2/4,20.07,18.5,20.14,34.998
2002/2/5,20.07,18.34,19.87,34.993
2002/2/6,19.78,18.13,19.72,35.016
2002/2/7,19.64,18.06,19.59,35.029
2002/2/8,20.26,18.56,20.09,35.08
2002/2/11,21.41,19.85,21.87,N/A
2002/2/15,21.5,19.09,20.76,35.101
2002/2/18,21.5,18.81,20.23,35.085
2002/2/19,20.88,18.96,20.21,35.095
2002/2/20,20.29,18.47,19.39,35.098
2002/2/21,20.76,18.94,19.9,35.097
2002/2/22,20.87,19.01,20,35.102
2002/2/25,20.25,18.62,19.61,35.09
2002/2/26,21.41,19.52,20.59,35.088
2002/2/27,21.74,20.11,21.07,35.112
2002/2/28,21.74,20.11,21.07,N/A
2002/3/1,22.4,20.7,21.57,35.103
2002/3/4,22.45,20.58,21.52,35.09
2002/3/5,23.17,21.56,22.31,35.069
2002/3/6,23.15,21.51,22.18,35.03
2002/3/7,23.71,22.23,22.76,34.989
2002/3/8,23.84,22.28,22.74,34.947
2002/3/11,23.33,22.84,24.31,34.949
2002/3/12,24.2,22.73,23.19,34.947
2002/3/13,24.16,22.7,23.38,34.98
2002/3/14,24.56,23.29,23.53,34.975
2002/3/15,24.51,23.19,23.84,34.985
2002/3/18,25.11,23.55,24.46,35.028
2002/3/19,24.88,23.23,24.35,35.049
2002/3/20,24.9,23.3,24.29,35.05
2002/3/21,25.44,24.08,24.95,35.035
2002/3/22,24.9,23.84,24.99,35.036
2002/3/25,24.31,23.61,24.77,35.046
2002/3/26,25.36,23.69,24.96,35.037
2002/3/27,25.87,23.82,25.09,35.024
2002/4/1,26.88,23.84,25.6,35.002
2002/4/2,27.71,25.92,27.26,35.005
2002/4/3,27.56,25.46,26.71,35.002
2002/4/4,26.58,25.19,26.7,34.999
2002/4/5,26.21,23.99,25.33,N/A
2002/4/8,26.21,23.99,25.33,34.978
2002/4/9,25.82,24.17,25.19,34.982
2002/4/10,26.13,24.37,24.89,34.98
2002/4/11,24.99,24.3,23.76,34.99
2002/4/12,23.47,22.04,23.01,34.998
2002/4/15,24.57,23,23.34,34.992
2002/4/16,24.75,23.46,23.95,34.984
2002/4/17,25.94,24.25,24.98,34.963
2002/4/18,26.18,24.47,25.72,34.94
2002/4/19,26.38,24.55,25.8,34.898
2002/4/22,26.27,24.27,25.99,34.845
2002/4/23,26.57,24.76,26.31,34.81
2002/4/24,26.25,24.42,26.35,34.808
2002/4/25,26.58,24.44,26.33,34.783
2002/4/26,27.11,24.97,26.64,34.769
2002/4/29,27.57,25.41,27.22,34.73
2002/5/7,26.63,24.32,25.92,34.565
2002/5/8,27.85,25.02,26.48,34.588
2002/5/9,27.68,24.84,26.29,34.605
2002/5/10,27.99,25.31,26.55,34.573
2002/5/13,28.4,25.16,26.49,34.55
2002/5/14,29.42,26.04,27.17,34.579
2002/5/15,28.18,25.85,25.91,34.568
2002/5/16,27.98,25.2,25.91,34.538
2002/5/19,28.22,25.14,25.85,34.458
2002/5/20,28.37,25.2,25.82,34.412
2002/5/21,27.33,24.45,24.69,34.415
2002/5/22,26.82,24.42,24.28,34.393
2002/5/23,26.59,24.31,24.13,34.383
2002/5/24,26.78,24.19,24.14,34.414
2002/5/28,25.27,23.84,24.22,34.309
2002/5/29,25.76,24.12,24.63,34.239
2002/5/30,24.67,23.15,23.5,34.19
2002/5/31,25.31,23.73,23.89,34.145
2002/6/5,24.89,23.81,23.2,34.097
2002/6/6,24.79,23.74,23.32,34.169
2002/6/7,24.75,23.56,23.1,34.159
2002/6/10,24.29,23.11,22.92,34.164
2002/6/11,24.12,22.75,22.61,34.117
2002/6/12,24.64,23.03,22.85,34.116
2002/6/13,25.65,23.84,23.47,34.121
2002/6/14,25.94,24.14,24.29,34.112
2002/6/17,26.09,23.28,24.79,34.101
2002/6/18,25.43,23.81,24.44,34.117
2002/6/19,25.31,23.65,24.25,34.099
2002/6/20,25.6,24.15,24.78,34.023
2002/6/21,25.52,23.83,24.5,33.855
2002/6/24,26.19,24.35,25.16,33.772
2002/6/25,26.07,24.34,25.12,33.738
2002/6/26,26.76,24.37,25,33.622
2002/6/27,26.86,24.58,25.31,33.6
2002/6/28,26.86,24.56,25.44,33.558
2002/7/1,26.73,24.31,25.5,33.568
2002/7/2,26.77,24.38,25.76,33.585
2002/7/3,26.8,24.42,25.86,33.595
